event_id,user_id,session_id,timestamp,product_id,search_event_id
AU00123_0_SESS_U00123_0_0,U00123,SESS_U00123_0_0,2026-06-01 20:38:30,P0028,SU00123_0_SESS_U00123_0_0
AU00125_0_SESS_U00125_0_0,U00125,SESS_U00125_0_0,2026-06-01 11:45:15,P0001,SU00125_0_SESS_U00125_0_0
AU00129_0_SESS_U00129_0_0,U00129,SESS_U00129_0_0,2026-06-01 07:56:35,P0427,SU00129_0_SESS_U00129_0_0
AU00149_0_SESS_U00149_0_0,U00149,SESS_U00149_0_0,2026-06-01 14:18:46,P0069,SU00149_0_SESS_U00149_0_0
AU00170_0_SESS_U00170_0_0,U00170,SESS_U00170_0_0,2026-06-01 12:22:36,P0002,SU00170_0_SESS_U00170_0_0
AU00179_0_SESS_U00179_0_0,U00179,SESS_U00179_0_0,2026-06-01 18:31:23,P0433,SU00179_0_SESS_U00179_0_0
AU00179_0_SESS_U00179_0_0,U00179,SESS_U00179_0_0,2026-06-01 21:36:39,P0427,SU00179_0_SESS_U00179_0_0
AU00179_0_SESS_U00179_0_1,U00179,SESS_U00179_0_1,2026-06-01 20:31:13,P0183,SU00179_0_SESS_U00179_0_1
AU00200_0_SESS_U00200_0_0,U00200,SESS_U00200_0_0,2026-06-01 14:36:02,P0065,SU00200_0_SESS_U00200_0_0
AU00216_0_SESS_U00216_0_0,U00216,SESS_U00216_0_0,2026-06-01 18:46:54,P0279,SU00216_0_SESS_U00216_0_0
AU00225_0_SESS_U00225_0_0,U00225,SESS_U00225_0_0,2026-06-01 11:31:34,P0467,SU00225_0_SESS_U00225_0_0
AU00231_0_SESS_U00231_0_0,U00231,SESS_U00231_0_0,2026-06-01 17:14:36,P0001,SU00231_0_SESS_U00231_0_0
AU00237_0_SESS_U00237_0_0,U00237,SESS_U00237_0_0,2026-06-01 18:09:57,P0016,SU00237_0_SESS_U00237_0_0
AU00246_0_SESS_U00246_0_1,U00246,SESS_U00246_0_1,2026-06-01 15:34:17,P0149,SU00246_0_SESS_U00246_0_1
AU00254_0_SESS_U00254_0_0,U00254,SESS_U00254_0_0,2026-06-01 07:59:39,P0012,SU00254_0_SESS_U00254_0_0
AU00265_0_SESS_U00265_0_0,U00265,SESS_U00265_0_0,2026-06-01 15:48:41,P0048,SU00265_0_SESS_U00265_0_0
AU00269_0_SESS_U00269_0_0,U00269,SESS_U00269_0_0,2026-06-01 16:43:27,P0041,SU00269_0_SESS_U00269_0_0
AU00270_0_SESS_U00270_0_0,U00270,SESS_U00270_0_0,2026-06-01 19:56:26,P0249,SU00270_0_SESS_U00270_0_0
AU00270_0_SESS_U00270_0_1,U00270,SESS_U00270_0_1,2026-06-01 07:16:40,P0074,SU00270_0_SESS_U00270_0_1
AU00274_0_SESS_U00274_0_0,U00274,SESS_U00274_0_0,2026-06-01 16:35:57,P0013,SU00274_0_SESS_U00274_0_0
AU00289_0_SESS_U00289_0_0,U00289,SESS_U00289_0_0,2026-06-01 22:32:44,P0369,SU00289_0_SESS_U00289_0_0
AU00297_0_SESS_U00297_0_1,U00297,SESS_U00297_0_1,2026-06-01 20:07:42,P0344,SU00297_0_SESS_U00297_0_1
AU00316_0_SESS_U00316_0_0,U00316,SESS_U00316_0_0,2026-06-01 14:55:37,P0023,SU00316_0_SESS_U00316_0_0
AU00323_0_SESS_U00323_0_0,U00323,SESS_U00323_0_0,2026-06-01 10:03:27,P0467,SU00323_0_SESS_U00323_0_0
AU00326_0_SESS_U00326_0_1,U00326,SESS_U00326_0_1,2026-06-01 19:02:51,P0003,SU00326_0_SESS_U00326_0_1
AU00329_0_SESS_U00329_0_0,U00329,SESS_U00329_0_0,2026-06-01 07:22:38,P0078,SU00329_0_SESS_U00329_0_0
AU00335_0_SESS_U00335_0_1,U00335,SESS_U00335_0_1,2026-06-01 09:21:39,P0183,SU00335_0_SESS_U00335_0_1
AU00346_0_SESS_U00346_0_1,U00346,SESS_U00346_0_1,2026-06-01 08:52:22,P0107,SU00346_0_SESS_U00346_0_1
AU00349_0_SESS_U00349_0_0,U00349,SESS_U00349_0_0,2026-06-01 20:50:47,P0039,SU00349_0_SESS_U00349_0_0
AU00350_0_SESS_U00350_0_0,U00350,SESS_U00350_0_0,2026-06-01 17:58:13,P0073,SU00350_0_SESS_U00350_0_0
AU00361_0_SESS_U00361_0_0,U00361,SESS_U00361_0_0,2026-06-01 13:05:48,P0131,SU00361_0_SESS_U00361_0_0
AU00376_0_SESS_U00376_0_0,U00376,SESS_U00376_0_0,2026-06-01 15:09:49,P0047,SU00376_0_SESS_U00376_0_0
AU00388_0_SESS_U00388_0_0,U00388,SESS_U00388_0_0,2026-06-01 21:25:50,P0565,SU00388_0_SESS_U00388_0_0
AU00394_0_SESS_U00394_0_0,U00394,SESS_U00394_0_0,2026-06-01 10:49:49,P0012,SU00394_0_SESS_U00394_0_0
AU00421_0_SESS_U00421_0_0,U00421,SESS_U00421_0_0,2026-06-01 21:12:32,P0015,SU00421_0_SESS_U00421_0_0
AU00426_0_SESS_U00426_0_1,U00426,SESS_U00426_0_1,2026-06-01 13:45:48,P0009,SU00426_0_SESS_U00426_0_1
AU00427_0_SESS_U00427_0_0,U00427,SESS_U00427_0_0,2026-06-01 19:01:12,P0300,SU00427_0_SESS_U00427_0_0
AU00442_0_SESS_U00442_0_0,U00442,SESS_U00442_0_0,2026-06-01 09:44:29,P0032,SU00442_0_SESS_U00442_0_0
AU00451_0_SESS_U00451_0_0,U00451,SESS_U00451_0_0,2026-06-01 09:45:17,P0001,SU00451_0_SESS_U00451_0_0
AU00453_0_SESS_U00453_0_0,U00453,SESS_U00453_0_0,2026-06-01 10:05:38,P0017,SU00453_0_SESS_U00453_0_0
AU00458_0_SESS_U00458_0_0,U00458,SESS_U00458_0_0,2026-06-01 07:21:33,P0400,SU00458_0_SESS_U00458_0_0
AU00459_0_SESS_U00459_0_0,U00459,SESS_U00459_0_0,2026-06-01 17:23:55,P0027,SU00459_0_SESS_U00459_0_0
AU00460_0_SESS_U00460_0_0,U00460,SESS_U00460_0_0,2026-06-01 15:01:37,P0012,SU00460_0_SESS_U00460_0_0
AU00475_0_SESS_U00475_0_0,U00475,SESS_U00475_0_0,2026-06-01 15:11:14,P0048,SU00475_0_SESS_U00475_0_0
AU00479_0_SESS_U00479_0_0,U00479,SESS_U00479_0_0,2026-06-01 19:54:23,P0437,SU00479_0_SESS_U00479_0_0
AU00480_0_SESS_U00480_0_0,U00480,SESS_U00480_0_0,2026-06-01 10:07:41,P0222,SU00480_0_SESS_U00480_0_0
AU00481_0_SESS_U00481_0_0,U00481,SESS_U00481_0_0,2026-06-01 21:30:23,P0002,SU00481_0_SESS_U00481_0_0
AU00484_0_SESS_U00484_0_0,U00484,SESS_U00484_0_0,2026-06-01 14:33:44,P0088,SU00484_0_SESS_U00484_0_0
AU00484_0_SESS_U00484_0_0,U00484,SESS_U00484_0_0,2026-06-01 10:13:40,P0230,SU00484_0_SESS_U00484_0_0
AU00500_0_SESS_U00500_0_0,U00500,SESS_U00500_0_0,2026-06-01 07:36:24,P0011,SU00500_0_SESS_U00500_0_0
AU00500_0_SESS_U00500_0_1,U00500,SESS_U00500_0_1,2026-06-01 11:47:48,P0004,SU00500_0_SESS_U00500_0_1
AU00512_0_SESS_U00512_0_0,U00512,SESS_U00512_0_0,2026-06-01 15:41:28,P0002,SU00512_0_SESS_U00512_0_0
AU00513_0_SESS_U00513_0_1,U00513,SESS_U00513_0_1,2026-06-01 19:39:47,P0584,SU00513_0_SESS_U00513_0_1
AU00530_0_SESS_U00530_0_0,U00530,SESS_U00530_0_0,2026-06-01 09:44:28,P0002,SU00530_0_SESS_U00530_0_0
AU00537_0_SESS_U00537_0_0,U00537,SESS_U00537_0_0,2026-06-01 07:14:32,P0021,SU00537_0_SESS_U00537_0_0
AU00537_0_SESS_U00537_0_0,U00537,SESS_U00537_0_0,2026-06-01 20:08:43,P0011,SU00537_0_SESS_U00537_0_0
AU00538_0_SESS_U00538_0_0,U00538,SESS_U00538_0_0,2026-06-01 14:32:42,P0128,SU00538_0_SESS_U00538_0_0
AU00542_0_SESS_U00542_0_0,U00542,SESS_U00542_0_0,2026-06-01 14:09:27,P0222,SU00542_0_SESS_U00542_0_0
AU00543_0_SESS_U00543_0_0,U00543,SESS_U00543_0_0,2026-06-01 10:42:55,P0192,SU00543_0_SESS_U00543_0_0
AU00549_0_SESS_U00549_0_0,U00549,SESS_U00549_0_0,2026-06-01 08:02:16,P0121,SU00549_0_SESS_U00549_0_0
AU00562_0_SESS_U00562_0_0,U00562,SESS_U00562_0_0,2026-06-01 18:25:41,P0084,SU00562_0_SESS_U00562_0_0
AU00597_0_SESS_U00597_0_1,U00597,SESS_U00597_0_1,2026-06-01 12:33:22,P0072,SU00597_0_SESS_U00597_0_1
AU00630_0_SESS_U00630_0_0,U00630,SESS_U00630_0_0,2026-06-01 18:39:33,P0451,SU00630_0_SESS_U00630_0_0
AU00633_0_SESS_U00633_0_0,U00633,SESS_U00633_0_0,2026-06-01 11:32:34,P0025,SU00633_0_SESS_U00633_0_0
AU00636_0_SESS_U00636_0_1,U00636,SESS_U00636_0_1,2026-06-01 19:01:26,P0002,SU00636_0_SESS_U00636_0_1
AU00642_0_SESS_U00642_0_0,U00642,SESS_U00642_0_0,2026-06-01 12:38:17,P0227,SU00642_0_SESS_U00642_0_0
AU00669_0_SESS_U00669_0_0,U00669,SESS_U00669_0_0,2026-06-01 16:37:16,P0037,SU00669_0_SESS_U00669_0_0
AU00671_0_SESS_U00671_0_1,U00671,SESS_U00671_0_1,2026-06-01 22:08:03,P0126,SU00671_0_SESS_U00671_0_1
AU00674_0_SESS_U00674_0_0,U00674,SESS_U00674_0_0,2026-06-01 09:46:35,P0014,SU00674_0_SESS_U00674_0_0
AU00677_0_SESS_U00677_0_0,U00677,SESS_U00677_0_0,2026-06-01 15:36:47,P0002,SU00677_0_SESS_U00677_0_0
AU00694_0_SESS_U00694_0_0,U00694,SESS_U00694_0_0,2026-06-01 15:32:30,P0062,SU00694_0_SESS_U00694_0_0
AU00698_0_SESS_U00698_0_0,U00698,SESS_U00698_0_0,2026-06-01 14:27:30,P0006,SU00698_0_SESS_U00698_0_0
AU00706_0_SESS_U00706_0_0,U00706,SESS_U00706_0_0,2026-06-01 15:42:36,P0079,SU00706_0_SESS_U00706_0_0
AU00714_0_SESS_U00714_0_0,U00714,SESS_U00714_0_0,2026-06-01 18:21:43,P0156,SU00714_0_SESS_U00714_0_0
AU00714_0_SESS_U00714_0_1,U00714,SESS_U00714_0_1,2026-06-01 10:24:45,P0152,SU00714_0_SESS_U00714_0_1
AU00721_0_SESS_U00721_0_0,U00721,SESS_U00721_0_0,2026-06-01 14:03:39,P0492,SU00721_0_SESS_U00721_0_0
AU00732_0_SESS_U00732_0_0,U00732,SESS_U00732_0_0,2026-06-01 08:52:57,P0002,SU00732_0_SESS_U00732_0_0
AU00753_0_SESS_U00753_0_0,U00753,SESS_U00753_0_0,2026-06-01 12:22:26,P0011,SU00753_0_SESS_U00753_0_0
AU00771_0_SESS_U00771_0_0,U00771,SESS_U00771_0_0,2026-06-01 14:18:35,P0004,SU00771_0_SESS_U00771_0_0
AU00771_0_SESS_U00771_0_0,U00771,SESS_U00771_0_0,2026-06-01 20:58:36,P0009,SU00771_0_SESS_U00771_0_0
AU00786_0_SESS_U00786_0_0,U00786,SESS_U00786_0_0,2026-06-01 13:44:10,P0115,SU00786_0_SESS_U00786_0_0
AU00789_0_SESS_U00789_0_0,U00789,SESS_U00789_0_0,2026-06-01 17:08:19,P0280,SU00789_0_SESS_U00789_0_0
AU00003_1_SESS_U00003_1_0,U00003,SESS_U00003_1_0,2026-06-02 15:24:53,P0202,SU00003_1_SESS_U00003_1_0
AU00003_1_SESS_U00003_1_1,U00003,SESS_U00003_1_1,2026-06-02 09:56:51,P0118,SU00003_1_SESS_U00003_1_1
AU00003_1_SESS_U00003_1_1,U00003,SESS_U00003_1_1,2026-06-02 09:24:26,P0450,SU00003_1_SESS_U00003_1_1
AU00008_1_SESS_U00008_1_0,U00008,SESS_U00008_1_0,2026-06-02 15:23:23,P0002,SU00008_1_SESS_U00008_1_0
AU00014_1_SESS_U00014_1_0,U00014,SESS_U00014_1_0,2026-06-02 16:31:39,P0167,SU00014_1_SESS_U00014_1_0
AU00022_1_SESS_U00022_1_0,U00022,SESS_U00022_1_0,2026-06-02 11:06:50,P0077,SU00022_1_SESS_U00022_1_0
AU00022_1_SESS_U00022_1_1,U00022,SESS_U00022_1_1,2026-06-02 11:13:29,P0083,SU00022_1_SESS_U00022_1_1
AU00029_1_SESS_U00029_1_0,U00029,SESS_U00029_1_0,2026-06-02 22:12:17,P0002,SU00029_1_SESS_U00029_1_0
AU00033_1_SESS_U00033_1_0,U00033,SESS_U00033_1_0,2026-06-02 11:19:53,P0121,SU00033_1_SESS_U00033_1_0
AU00043_1_SESS_U00043_1_0,U00043,SESS_U00043_1_0,2026-06-02 18:43:49,P0235,SU00043_1_SESS_U00043_1_0
AU00055_1_SESS_U00055_1_0,U00055,SESS_U00055_1_0,2026-06-02 08:38:39,P0161,SU00055_1_SESS_U00055_1_0
AU00064_1_SESS_U00064_1_0,U00064,SESS_U00064_1_0,2026-06-02 12:33:32,P0002,SU00064_1_SESS_U00064_1_0
AU00074_1_SESS_U00074_1_0,U00074,SESS_U00074_1_0,2026-06-02 13:51:21,P0041,SU00074_1_SESS_U00074_1_0
AU00076_1_SESS_U00076_1_0,U00076,SESS_U00076_1_0,2026-06-02 20:36:55,P0002,SU00076_1_SESS_U00076_1_0
AU00077_1_SESS_U00077_1_0,U00077,SESS_U00077_1_0,2026-06-02 09:28:31,P0565,SU00077_1_SESS_U00077_1_0
AU00129_1_SESS_U00129_1_0,U00129,SESS_U00129_1_0,2026-06-02 11:28:20,P0670,SU00129_1_SESS_U00129_1_0
AU00134_1_SESS_U00134_1_0,U00134,SESS_U00134_1_0,2026-06-02 10:36:44,P0025,SU00134_1_SESS_U00134_1_0
AU00163_1_SESS_U00163_1_0,U00163,SESS_U00163_1_0,2026-06-02 16:25:59,P0129,SU00163_1_SESS_U00163_1_0
AU00163_1_SESS_U00163_1_0,U00163,SESS_U00163_1_0,2026-06-02 10:21:26,P0181,SU00163_1_SESS_U00163_1_0
AU00164_1_SESS_U00164_1_0,U00164,SESS_U00164_1_0,2026-06-02 10:00:46,P0584,SU00164_1_SESS_U00164_1_0
AU00167_1_SESS_U00167_1_0,U00167,SESS_U00167_1_0,2026-06-02 16:16:42,P0139,SU00167_1_SESS_U00167_1_0
AU00172_1_SESS_U00172_1_0,U00172,SESS_U00172_1_0,2026-06-02 18:20:21,P0024,SU00172_1_SESS_U00172_1_0
AU00180_1_SESS_U00180_1_0,U00180,SESS_U00180_1_0,2026-06-02 12:20:31,P0011,SU00180_1_SESS_U00180_1_0
AU00180_1_SESS_U00180_1_0,U00180,SESS_U00180_1_0,2026-06-02 18:54:51,P0042,SU00180_1_SESS_U00180_1_0
AU00183_1_SESS_U00183_1_0,U00183,SESS_U00183_1_0,2026-06-02 14:15:51,P0276,SU00183_1_SESS_U00183_1_0
AU00187_1_SESS_U00187_1_0,U00187,SESS_U00187_1_0,2026-06-02 20:12:50,P0199,SU00187_1_SESS_U00187_1_0
AU00199_1_SESS_U00199_1_0,U00199,SESS_U00199_1_0,2026-06-02 21:20:43,P0482,SU00199_1_SESS_U00199_1_0
AU00206_1_SESS_U00206_1_0,U00206,SESS_U00206_1_0,2026-06-02 14:11:17,P0163,SU00206_1_SESS_U00206_1_0
AU00207_1_SESS_U00207_1_0,U00207,SESS_U00207_1_0,2026-06-02 19:36:26,P0009,SU00207_1_SESS_U00207_1_0
AU00208_1_SESS_U00208_1_0,U00208,SESS_U00208_1_0,2026-06-02 14:39:37,P0122,SU00208_1_SESS_U00208_1_0
AU00217_1_SESS_U00217_1_0,U00217,SESS_U00217_1_0,2026-06-02 10:00:53,P0492,SU00217_1_SESS_U00217_1_0
AU00219_1_SESS_U00219_1_0,U00219,SESS_U00219_1_0,2026-06-02 10:43:54,P0002,SU00219_1_SESS_U00219_1_0
AU00221_1_SESS_U00221_1_0,U00221,SESS_U00221_1_0,2026-06-02 09:14:14,P0025,SU00221_1_SESS_U00221_1_0
AU00232_1_SESS_U00232_1_1,U00232,SESS_U00232_1_1,2026-06-02 09:56:36,P0451,SU00232_1_SESS_U00232_1_1
AU00240_1_SESS_U00240_1_0,U00240,SESS_U00240_1_0,2026-06-02 07:09:40,P0010,SU00240_1_SESS_U00240_1_0
AU00251_1_SESS_U00251_1_0,U00251,SESS_U00251_1_0,2026-06-02 14:30:28,P0139,SU00251_1_SESS_U00251_1_0
AU00264_1_SESS_U00264_1_0,U00264,SESS_U00264_1_0,2026-06-02 21:09:43,P0461,SU00264_1_SESS_U00264_1_0
AU00268_1_SESS_U00268_1_0,U00268,SESS_U00268_1_0,2026-06-02 19:50:50,P0086,SU00268_1_SESS_U00268_1_0
AU00273_1_SESS_U00273_1_0,U00273,SESS_U00273_1_0,2026-06-02 09:07:50,P0016,SU00273_1_SESS_U00273_1_0
AU00273_1_SESS_U00273_1_1,U00273,SESS_U00273_1_1,2026-06-02 10:13:27,P0002,SU00273_1_SESS_U00273_1_1
AU00287_1_SESS_U00287_1_0,U00287,SESS_U00287_1_0,2026-06-02 14:19:27,P0276,SU00287_1_SESS_U00287_1_0
AU00287_1_SESS_U00287_1_1,U00287,SESS_U00287_1_1,2026-06-02 09:43:27,P0038,SU00287_1_SESS_U00287_1_1
AU00291_1_SESS_U00291_1_0,U00291,SESS_U00291_1_0,2026-06-02 18:18:43,P0482,SU00291_1_SESS_U00291_1_0
AU00306_1_SESS_U00306_1_0,U00306,SESS_U00306_1_0,2026-06-02 14:10:46,P0080,SU00306_1_SESS_U00306_1_0
AU00318_1_SESS_U00318_1_0,U00318,SESS_U00318_1_0,2026-06-02 10:42:02,P0006,SU00318_1_SESS_U00318_1_0
AU00318_1_SESS_U00318_1_0,U00318,SESS_U00318_1_0,2026-06-02 18:35:56,P0494,SU00318_1_SESS_U00318_1_0
AU00318_1_SESS_U00318_1_1,U00318,SESS_U00318_1_1,2026-06-02 15:53:39,P0262,SU00318_1_SESS_U00318_1_1
AU00332_1_SESS_U00332_1_0,U00332,SESS_U00332_1_0,2026-06-02 13:18:29,P0046,SU00332_1_SESS_U00332_1_0
AU00336_1_SESS_U00336_1_0,U00336,SESS_U00336_1_0,2026-06-02 11:54:48,P0002,SU00336_1_SESS_U00336_1_0
AU00339_1_SESS_U00339_1_0,U00339,SESS_U00339_1_0,2026-06-02 18:19:24,P0005,SU00339_1_SESS_U00339_1_0
AU00340_1_SESS_U00340_1_0,U00340,SESS_U00340_1_0,2026-06-02 18:55:45,P0566,SU00340_1_SESS_U00340_1_0
AU00340_1_SESS_U00340_1_0,U00340,SESS_U00340_1_0,2026-06-02 16:52:19,P0046,SU00340_1_SESS_U00340_1_0
AU00341_1_SESS_U00341_1_0,U00341,SESS_U00341_1_0,2026-06-02 12:32:23,P0022,SU00341_1_SESS_U00341_1_0
AU00361_1_SESS_U00361_1_0,U00361,SESS_U00361_1_0,2026-06-02 12:26:35,P0394,SU00361_1_SESS_U00361_1_0
AU00374_1_SESS_U00374_1_0,U00374,SESS_U00374_1_0,2026-06-02 08:10:52,P0062,SU00374_1_SESS_U00374_1_0
AU00374_1_SESS_U00374_1_1,U00374,SESS_U00374_1_1,2026-06-02 12:10:15,P0002,SU00374_1_SESS_U00374_1_1
AU00386_1_SESS_U00386_1_0,U00386,SESS_U00386_1_0,2026-06-02 09:32:43,P0065,SU00386_1_SESS_U00386_1_0
AU00394_1_SESS_U00394_1_0,U00394,SESS_U00394_1_0,2026-06-02 10:55:50,P0002,SU00394_1_SESS_U00394_1_0
AU00397_1_SESS_U00397_1_0,U00397,SESS_U00397_1_0,2026-06-02 21:03:38,P0239,SU00397_1_SESS_U00397_1_0
AU00399_1_SESS_U00399_1_0,U00399,SESS_U00399_1_0,2026-06-02 18:43:20,P0397,SU00399_1_SESS_U00399_1_0
AU00402_1_SESS_U00402_1_0,U00402,SESS_U00402_1_0,2026-06-02 17:48:59,P0339,SU00402_1_SESS_U00402_1_0
AU00408_1_SESS_U00408_1_0,U00408,SESS_U00408_1_0,2026-06-02 12:40:38,P0085,SU00408_1_SESS_U00408_1_0
AU00427_1_SESS_U00427_1_0,U00427,SESS_U00427_1_0,2026-06-02 13:37:42,P0398,SU00427_1_SESS_U00427_1_0
AU00427_1_SESS_U00427_1_0,U00427,SESS_U00427_1_0,2026-06-02 11:13:59,P0186,SU00427_1_SESS_U00427_1_0
AU00442_1_SESS_U00442_1_0,U00442,SESS_U00442_1_0,2026-06-02 17:44:44,P0122,SU00442_1_SESS_U00442_1_0
AU00457_1_SESS_U00457_1_0,U00457,SESS_U00457_1_0,2026-06-02 13:47:53,P0197,SU00457_1_SESS_U00457_1_0
AU00466_1_SESS_U00466_1_1,U00466,SESS_U00466_1_1,2026-06-02 15:46:03,P0015,SU00466_1_SESS_U00466_1_1
AU00480_1_SESS_U00480_1_0,U00480,SESS_U00480_1_0,2026-06-02 21:31:19,P0024,SU00480_1_SESS_U00480_1_0
AU00488_1_SESS_U00488_1_0,U00488,SESS_U00488_1_0,2026-06-02 08:35:40,P0181,SU00488_1_SESS_U00488_1_0
AU00517_1_SESS_U00517_1_0,U00517,SESS_U00517_1_0,2026-06-02 07:15:33,P0167,SU00517_1_SESS_U00517_1_0
AU00520_1_SESS_U00520_1_0,U00520,SESS_U00520_1_0,2026-06-02 11:06:32,P0155,SU00520_1_SESS_U00520_1_0
AU00521_1_SESS_U00521_1_1,U00521,SESS_U00521_1_1,2026-06-02 21:30:37,P0084,SU00521_1_SESS_U00521_1_1
AU00532_1_SESS_U00532_1_0,U00532,SESS_U00532_1_0,2026-06-02 19:42:52,P0342,SU00532_1_SESS_U00532_1_0
AU00553_1_SESS_U00553_1_0,U00553,SESS_U00553_1_0,2026-06-02 10:46:21,P0599,SU00553_1_SESS_U00553_1_0
AU00554_1_SESS_U00554_1_0,U00554,SESS_U00554_1_0,2026-06-02 17:41:32,P0002,SU00554_1_SESS_U00554_1_0
AU00554_1_SESS_U00554_1_1,U00554,SESS_U00554_1_1,2026-06-02 16:59:08,P0129,SU00554_1_SESS_U00554_1_1
AU00584_1_SESS_U00584_1_0,U00584,SESS_U00584_1_0,2026-06-02 18:46:29,P0228,SU00584_1_SESS_U00584_1_0
AU00591_1_SESS_U00591_1_0,U00591,SESS_U00591_1_0,2026-06-02 09:41:53,P0487,SU00591_1_SESS_U00591_1_0
AU00591_1_SESS_U00591_1_0,U00591,SESS_U00591_1_0,2026-06-02 17:09:14,P0342,SU00591_1_SESS_U00591_1_0
AU00683_1_SESS_U00683_1_0,U00683,SESS_U00683_1_0,2026-06-02 08:59:33,P0184,SU00683_1_SESS_U00683_1_0
AU00686_1_SESS_U00686_1_0,U00686,SESS_U00686_1_0,2026-06-02 09:32:48,P0012,SU00686_1_SESS_U00686_1_0
AU00696_1_SESS_U00696_1_1,U00696,SESS_U00696_1_1,2026-06-02 08:39:53,P0012,SU00696_1_SESS_U00696_1_1
AU00696_1_SESS_U00696_1_1,U00696,SESS_U00696_1_1,2026-06-02 17:44:38,P0148,SU00696_1_SESS_U00696_1_1
AU00705_1_SESS_U00705_1_0,U00705,SESS_U00705_1_0,2026-06-02 22:48:43,P0566,SU00705_1_SESS_U00705_1_0
AU00705_1_SESS_U00705_1_1,U00705,SESS_U00705_1_1,2026-06-02 21:28:27,P0585,SU00705_1_SESS_U00705_1_1
AU00706_1_SESS_U00706_1_0,U00706,SESS_U00706_1_0,2026-06-02 14:27:30,P0125,SU00706_1_SESS_U00706_1_0
AU00708_1_SESS_U00708_1_0,U00708,SESS_U00708_1_0,2026-06-02 18:24:45,P0023,SU00708_1_SESS_U00708_1_0
AU00711_1_SESS_U00711_1_0,U00711,SESS_U00711_1_0,2026-06-02 21:31:40,P0008,SU00711_1_SESS_U00711_1_0
AU00718_1_SESS_U00718_1_0,U00718,SESS_U00718_1_0,2026-06-02 21:10:37,P0200,SU00718_1_SESS_U00718_1_0
AU00731_1_SESS_U00731_1_0,U00731,SESS_U00731_1_0,2026-06-02 14:52:14,P0210,SU00731_1_SESS_U00731_1_0
AU00754_1_SESS_U00754_1_0,U00754,SESS_U00754_1_0,2026-06-02 22:49:58,P0016,SU00754_1_SESS_U00754_1_0
AU00775_1_SESS_U00775_1_0,U00775,SESS_U00775_1_0,2026-06-02 09:08:45,P0305,SU00775_1_SESS_U00775_1_0
AU00784_1_SESS_U00784_1_0,U00784,SESS_U00784_1_0,2026-06-02 13:13:32,P0004,SU00784_1_SESS_U00784_1_0
AU00798_1_SESS_U00798_1_0,U00798,SESS_U00798_1_0,2026-06-02 20:26:47,P0616,SU00798_1_SESS_U00798_1_0
AU00009_2_SESS_U00009_2_1,U00009,SESS_U00009_2_1,2026-06-03 09:58:42,P0002,SU00009_2_SESS_U00009_2_1
AU00013_2_SESS_U00013_2_0,U00013,SESS_U00013_2_0,2026-06-03 17:04:29,P0155,SU00013_2_SESS_U00013_2_0
AU00023_2_SESS_U00023_2_0,U00023,SESS_U00023_2_0,2026-06-03 07:23:33,P0003,SU00023_2_SESS_U00023_2_0
AU00024_2_SESS_U00024_2_0,U00024,SESS_U00024_2_0,2026-06-03 15:53:28,P0012,SU00024_2_SESS_U00024_2_0
