event_id,user_id,session_id,timestamp,order_id,product_ids,revenue,search_event_id
PU00513_0_SESS_U00513_0_1,U00513,SESS_U00513_0_1,2026-06-01 19:51:47,OU00513_0_SESS_U00513_0_1,P0584,125.13,SU00513_0_SESS_U00513_0_1
PU00530_0_SESS_U00530_0_0,U00530,SESS_U00530_0_0,2026-06-01 09:48:28,OU00530_0_SESS_U00530_0_0,P0002,333.49,SU00530_0_SESS_U00530_0_0
PU00537_0_SESS_U00537_0_0,U00537,SESS_U00537_0_0,2026-06-01 07:29:32,OU00537_0_SESS_U00537_0_0,P0021,219.97,SU00537_0_SESS_U00537_0_0
PU00537_0_SESS_U00537_0_0,U00537,SESS_U00537_0_0,2026-06-01 20:17:43,OU00537_0_SESS_U00537_0_0,P0011,21.9,SU00537_0_SESS_U00537_0_0
PU00542_0_SESS_U00542_0_0,U00542,SESS_U00542_0_0,2026-06-01 14:26:27,OU00542_0_SESS_U00542_0_0,P0222,205.38,SU00542_0_SESS_U00542_0_0
PU00543_0_SESS_U00543_0_0,U00543,SESS_U00543_0_0,2026-06-01 10:53:55,OU00543_0_SESS_U00543_0_0,P0192,315.57,SU00543_0_SESS_U00543_0_0
PU00549_0_SESS_U00549_0_0,U00549,SESS_U00549_0_0,2026-06-01 08:20:16,OU00549_0_SESS_U00549_0_0,P0121,123.43,SU00549_0_SESS_U00549_0_0
PU00597_0_SESS_U00597_0_1,U00597,SESS_U00597_0_1,2026-06-01 12:47:22,OU00597_0_SESS_U00597_0_1,P0072,81.57,SU00597_0_SESS_U00597_0_1
PU00630_0_SESS_U00630_0_0,U00630,SESS_U00630_0_0,2026-06-01 18:58:33,OU00630_0_SESS_U00630_0_0,P0451,275.34,SU00630_0_SESS_U00630_0_0
PU00633_0_SESS_U00633_0_0,U00633,SESS_U00633_0_0,2026-06-01 11:44:34,OU00633_0_SESS_U00633_0_0,P0025,74.94,SU00633_0_SESS_U00633_0_0
PU00636_0_SESS_U00636_0_1,U00636,SESS_U00636_0_1,2026-06-01 19:15:26,OU00636_0_SESS_U00636_0_1,P0002,333.49,SU00636_0_SESS_U00636_0_1
PU00642_0_SESS_U00642_0_0,U00642,SESS_U00642_0_0,2026-06-01 12:49:17,OU00642_0_SESS_U00642_0_0,P0227,146.28,SU00642_0_SESS_U00642_0_0
PU00669_0_SESS_U00669_0_0,U00669,SESS_U00669_0_0,2026-06-01 16:46:16,OU00669_0_SESS_U00669_0_0,P0037,32.98,SU00669_0_SESS_U00669_0_0
PU00698_0_SESS_U00698_0_0,U00698,SESS_U00698_0_0,2026-06-01 14:30:30,OU00698_0_SESS_U00698_0_0,P0006,59.46,SU00698_0_SESS_U00698_0_0
PU00714_0_SESS_U00714_0_0,U00714,SESS_U00714_0_0,2026-06-01 18:35:43,OU00714_0_SESS_U00714_0_0,P0156,27.85,SU00714_0_SESS_U00714_0_0
PU00714_0_SESS_U00714_0_1,U00714,SESS_U00714_0_1,2026-06-01 10:39:45,OU00714_0_SESS_U00714_0_1,P0152,62.13,SU00714_0_SESS_U00714_0_1
PU00721_0_SESS_U00721_0_0,U00721,SESS_U00721_0_0,2026-06-01 14:12:39,OU00721_0_SESS_U00721_0_0,P0492,97.58,SU00721_0_SESS_U00721_0_0
PU00771_0_SESS_U00771_0_0,U00771,SESS_U00771_0_0,2026-06-01 14:37:35,OU00771_0_SESS_U00771_0_0,P0004,185.62,SU00771_0_SESS_U00771_0_0
PU00771_0_SESS_U00771_0_0,U00771,SESS_U00771_0_0,2026-06-01 21:12:36,OU00771_0_SESS_U00771_0_0,P0009,136.23,SU00771_0_SESS_U00771_0_0
PU00786_0_SESS_U00786_0_0,U00786,SESS_U00786_0_0,2026-06-01 14:01:10,OU00786_0_SESS_U00786_0_0,P0115,227.19,SU00786_0_SESS_U00786_0_0
PU00003_1_SESS_U00003_1_1,U00003,SESS_U00003_1_1,2026-06-02 09:59:51,OU00003_1_SESS_U00003_1_1,P0118,37.75,SU00003_1_SESS_U00003_1_1
PU00003_1_SESS_U00003_1_1,U00003,SESS_U00003_1_1,2026-06-02 09:38:26,OU00003_1_SESS_U00003_1_1,P0450,42.97,SU00003_1_SESS_U00003_1_1
PU00022_1_SESS_U00022_1_1,U00022,SESS_U00022_1_1,2026-06-02 11:16:29,OU00022_1_SESS_U00022_1_1,P0083,109.31,SU00022_1_SESS_U00022_1_1
PU00029_1_SESS_U00029_1_0,U00029,SESS_U00029_1_0,2026-06-02 22:29:17,OU00029_1_SESS_U00029_1_0,P0002,333.49,SU00029_1_SESS_U00029_1_0
PU00033_1_SESS_U00033_1_0,U00033,SESS_U00033_1_0,2026-06-02 11:32:53,OU00033_1_SESS_U00033_1_0,P0121,123.43,SU00033_1_SESS_U00033_1_0
PU00055_1_SESS_U00055_1_0,U00055,SESS_U00055_1_0,2026-06-02 08:39:39,OU00055_1_SESS_U00055_1_0,P0161,82.01,SU00055_1_SESS_U00055_1_0
PU00064_1_SESS_U00064_1_0,U00064,SESS_U00064_1_0,2026-06-02 12:47:32,OU00064_1_SESS_U00064_1_0,P0002,333.49,SU00064_1_SESS_U00064_1_0
PU00076_1_SESS_U00076_1_0,U00076,SESS_U00076_1_0,2026-06-02 20:53:55,OU00076_1_SESS_U00076_1_0,P0002,333.49,SU00076_1_SESS_U00076_1_0
PU00129_1_SESS_U00129_1_0,U00129,SESS_U00129_1_0,2026-06-02 11:46:20,OU00129_1_SESS_U00129_1_0,P0670,110.51,SU00129_1_SESS_U00129_1_0
PU00134_1_SESS_U00134_1_0,U00134,SESS_U00134_1_0,2026-06-02 10:40:44,OU00134_1_SESS_U00134_1_0,P0025,74.94,SU00134_1_SESS_U00134_1_0
PU00164_1_SESS_U00164_1_0,U00164,SESS_U00164_1_0,2026-06-02 10:01:46,OU00164_1_SESS_U00164_1_0,P0584,125.13,SU00164_1_SESS_U00164_1_0
PU00180_1_SESS_U00180_1_0,U00180,SESS_U00180_1_0,2026-06-02 12:36:31,OU00180_1_SESS_U00180_1_0,P0011,21.9,SU00180_1_SESS_U00180_1_0
PU00180_1_SESS_U00180_1_0,U00180,SESS_U00180_1_0,2026-06-02 18:59:51,OU00180_1_SESS_U00180_1_0,P0042,113.99,SU00180_1_SESS_U00180_1_0
PU00183_1_SESS_U00183_1_0,U00183,SESS_U00183_1_0,2026-06-02 14:20:51,OU00183_1_SESS_U00183_1_0,P0276,49.12,SU00183_1_SESS_U00183_1_0
PU00187_1_SESS_U00187_1_0,U00187,SESS_U00187_1_0,2026-06-02 20:19:50,OU00187_1_SESS_U00187_1_0,P0199,196.29,SU00187_1_SESS_U00187_1_0
PU00199_1_SESS_U00199_1_0,U00199,SESS_U00199_1_0,2026-06-02 21:32:43,OU00199_1_SESS_U00199_1_0,P0482,132.84,SU00199_1_SESS_U00199_1_0
PU00206_1_SESS_U00206_1_0,U00206,SESS_U00206_1_0,2026-06-02 14:27:17,OU00206_1_SESS_U00206_1_0,P0163,143.04,SU00206_1_SESS_U00206_1_0
PU00207_1_SESS_U00207_1_0,U00207,SESS_U00207_1_0,2026-06-02 19:54:26,OU00207_1_SESS_U00207_1_0,P0009,136.23,SU00207_1_SESS_U00207_1_0
PU00208_1_SESS_U00208_1_0,U00208,SESS_U00208_1_0,2026-06-02 14:45:37,OU00208_1_SESS_U00208_1_0,P0122,198.18,SU00208_1_SESS_U00208_1_0
PU00217_1_SESS_U00217_1_0,U00217,SESS_U00217_1_0,2026-06-02 10:01:53,OU00217_1_SESS_U00217_1_0,P0492,97.58,SU00217_1_SESS_U00217_1_0
PU00219_1_SESS_U00219_1_0,U00219,SESS_U00219_1_0,2026-06-02 10:48:54,OU00219_1_SESS_U00219_1_0,P0002,333.49,SU00219_1_SESS_U00219_1_0
PU00221_1_SESS_U00221_1_0,U00221,SESS_U00221_1_0,2026-06-02 09:34:14,OU00221_1_SESS_U00221_1_0,P0025,74.94,SU00221_1_SESS_U00221_1_0
PU00232_1_SESS_U00232_1_1,U00232,SESS_U00232_1_1,2026-06-02 10:09:36,OU00232_1_SESS_U00232_1_1,P0451,275.34,SU00232_1_SESS_U00232_1_1
PU00240_1_SESS_U00240_1_0,U00240,SESS_U00240_1_0,2026-06-02 07:28:40,OU00240_1_SESS_U00240_1_0,P0010,66.06,SU00240_1_SESS_U00240_1_0
PU00268_1_SESS_U00268_1_0,U00268,SESS_U00268_1_0,2026-06-02 19:53:50,OU00268_1_SESS_U00268_1_0,P0086,123.94,SU00268_1_SESS_U00268_1_0
PU00287_1_SESS_U00287_1_0,U00287,SESS_U00287_1_0,2026-06-02 14:34:27,OU00287_1_SESS_U00287_1_0,P0276,49.12,SU00287_1_SESS_U00287_1_0
PU00291_1_SESS_U00291_1_0,U00291,SESS_U00291_1_0,2026-06-02 18:25:43,OU00291_1_SESS_U00291_1_0,P0482,132.84,SU00291_1_SESS_U00291_1_0
PU00306_1_SESS_U00306_1_0,U00306,SESS_U00306_1_0,2026-06-02 14:12:46,OU00306_1_SESS_U00306_1_0,P0080,17.5,SU00306_1_SESS_U00306_1_0
PU00318_1_SESS_U00318_1_0,U00318,SESS_U00318_1_0,2026-06-02 18:50:56,OU00318_1_SESS_U00318_1_0,P0494,37.96,SU00318_1_SESS_U00318_1_0
PU00318_1_SESS_U00318_1_1,U00318,SESS_U00318_1_1,2026-06-02 16:10:39,OU00318_1_SESS_U00318_1_1,P0262,346.67,SU00318_1_SESS_U00318_1_1
PU00336_1_SESS_U00336_1_0,U00336,SESS_U00336_1_0,2026-06-02 12:11:48,OU00336_1_SESS_U00336_1_0,P0002,333.49,SU00336_1_SESS_U00336_1_0
PU00339_1_SESS_U00339_1_0,U00339,SESS_U00339_1_0,2026-06-02 18:36:24,OU00339_1_SESS_U00339_1_0,P0005,49.18,SU00339_1_SESS_U00339_1_0
PU00340_1_SESS_U00340_1_0,U00340,SESS_U00340_1_0,2026-06-02 19:13:45,OU00340_1_SESS_U00340_1_0,P0566,93.41,SU00340_1_SESS_U00340_1_0
PU00340_1_SESS_U00340_1_0,U00340,SESS_U00340_1_0,2026-06-02 17:03:19,OU00340_1_SESS_U00340_1_0,P0046,236.94,SU00340_1_SESS_U00340_1_0
PU00341_1_SESS_U00341_1_0,U00341,SESS_U00341_1_0,2026-06-02 12:35:23,OU00341_1_SESS_U00341_1_0,P0022,19.44,SU00341_1_SESS_U00341_1_0
PU00361_1_SESS_U00361_1_0,U00361,SESS_U00361_1_0,2026-06-02 12:38:35,OU00361_1_SESS_U00361_1_0,P0394,236.28,SU00361_1_SESS_U00361_1_0
PU00374_1_SESS_U00374_1_0,U00374,SESS_U00374_1_0,2026-06-02 08:27:52,OU00374_1_SESS_U00374_1_0,P0062,67.06,SU00374_1_SESS_U00374_1_0
PU00374_1_SESS_U00374_1_1,U00374,SESS_U00374_1_1,2026-06-02 12:22:15,OU00374_1_SESS_U00374_1_1,P0002,333.49,SU00374_1_SESS_U00374_1_1
PU00386_1_SESS_U00386_1_0,U00386,SESS_U00386_1_0,2026-06-02 09:47:43,OU00386_1_SESS_U00386_1_0,P0065,50.77,SU00386_1_SESS_U00386_1_0
PU00408_1_SESS_U00408_1_0,U00408,SESS_U00408_1_0,2026-06-02 12:58:38,OU00408_1_SESS_U00408_1_0,P0085,103.63,SU00408_1_SESS_U00408_1_0
PU00427_1_SESS_U00427_1_0,U00427,SESS_U00427_1_0,2026-06-02 13:44:42,OU00427_1_SESS_U00427_1_0,P0398,71.2,SU00427_1_SESS_U00427_1_0
PU00442_1_SESS_U00442_1_0,U00442,SESS_U00442_1_0,2026-06-02 17:58:44,OU00442_1_SESS_U00442_1_0,P0122,198.18,SU00442_1_SESS_U00442_1_0
PU00480_1_SESS_U00480_1_0,U00480,SESS_U00480_1_0,2026-06-02 21:42:19,OU00480_1_SESS_U00480_1_0,P0024,38.04,SU00480_1_SESS_U00480_1_0
PU00553_1_SESS_U00553_1_0,U00553,SESS_U00553_1_0,2026-06-02 10:53:21,OU00553_1_SESS_U00553_1_0,P0599,38.54,SU00553_1_SESS_U00553_1_0
PU00554_1_SESS_U00554_1_1,U00554,SESS_U00554_1_1,2026-06-02 17:05:08,OU00554_1_SESS_U00554_1_1,P0129,12.96,SU00554_1_SESS_U00554_1_1
PU00584_1_SESS_U00584_1_0,U00584,SESS_U00584_1_0,2026-06-02 19:04:29,OU00584_1_SESS_U00584_1_0,P0228,92.55,SU00584_1_SESS_U00584_1_0
PU00591_1_SESS_U00591_1_0,U00591,SESS_U00591_1_0,2026-06-02 09:49:53,OU00591_1_SESS_U00591_1_0,P0487,32.04,SU00591_1_SESS_U00591_1_0
PU00683_1_SESS_U00683_1_0,U00683,SESS_U00683_1_0,2026-06-02 09:00:33,OU00683_1_SESS_U00683_1_0,P0184,308.91,SU00683_1_SESS_U00683_1_0
PU00705_1_SESS_U00705_1_0,U00705,SESS_U00705_1_0,2026-06-02 23:08:43,OU00705_1_SESS_U00705_1_0,P0566,93.41,SU00705_1_SESS_U00705_1_0
PU00705_1_SESS_U00705_1_1,U00705,SESS_U00705_1_1,2026-06-02 21:38:27,OU00705_1_SESS_U00705_1_1,P0585,143.01,SU00705_1_SESS_U00705_1_1
PU00706_1_SESS_U00706_1_0,U00706,SESS_U00706_1_0,2026-06-02 14:36:30,OU00706_1_SESS_U00706_1_0,P0125,57.87,SU00706_1_SESS_U00706_1_0
PU00708_1_SESS_U00708_1_0,U00708,SESS_U00708_1_0,2026-06-02 18:35:45,OU00708_1_SESS_U00708_1_0,P0023,98.26,SU00708_1_SESS_U00708_1_0
PU00711_1_SESS_U00711_1_0,U00711,SESS_U00711_1_0,2026-06-02 21:49:40,OU00711_1_SESS_U00711_1_0,P0008,131.53,SU00711_1_SESS_U00711_1_0
PU00718_1_SESS_U00718_1_0,U00718,SESS_U00718_1_0,2026-06-02 21:18:37,OU00718_1_SESS_U00718_1_0,P0200,173.77,SU00718_1_SESS_U00718_1_0
PU00731_1_SESS_U00731_1_0,U00731,SESS_U00731_1_0,2026-06-02 15:00:14,OU00731_1_SESS_U00731_1_0,P0210,21.19,SU00731_1_SESS_U00731_1_0
PU00784_1_SESS_U00784_1_0,U00784,SESS_U00784_1_0,2026-06-02 13:25:32,OU00784_1_SESS_U00784_1_0,P0004,185.62,SU00784_1_SESS_U00784_1_0
PU00009_2_SESS_U00009_2_1,U00009,SESS_U00009_2_1,2026-06-03 10:12:42,OU00009_2_SESS_U00009_2_1,P0002,333.49,SU00009_2_SESS_U00009_2_1
PU00013_2_SESS_U00013_2_0,U00013,SESS_U00013_2_0,2026-06-03 17:14:29,OU00013_2_SESS_U00013_2_0,P0155,295.91,SU00013_2_SESS_U00013_2_0
PU00023_2_SESS_U00023_2_0,U00023,SESS_U00023_2_0,2026-06-03 07:28:33,OU00023_2_SESS_U00023_2_0,P0003,68.02,SU00023_2_SESS_U00023_2_0
PU00024_2_SESS_U00024_2_0,U00024,SESS_U00024_2_0,2026-06-03 16:07:28,OU00024_2_SESS_U00024_2_0,P0012,175.34,SU00024_2_SESS_U00024_2_0
PU00029_2_SESS_U00029_2_1,U00029,SESS_U00029_2_1,2026-06-03 16:39:40,OU00029_2_SESS_U00029_2_1,P0011,21.9,SU00029_2_SESS_U00029_2_1
PU00039_2_SESS_U00039_2_0,U00039,SESS_U00039_2_0,2026-06-03 18:52:56,OU00039_2_SESS_U00039_2_0,P0008,131.53,SU00039_2_SESS_U00039_2_0
PU00055_2_SESS_U00055_2_0,U00055,SESS_U00055_2_0,2026-06-03 07:28:36,OU00055_2_SESS_U00055_2_0,P0098,158.23,SU00055_2_SESS_U00055_2_0
PU00072_2_SESS_U00072_2_1,U00072,SESS_U00072_2_1,2026-06-03 07:38:29,OU00072_2_SESS_U00072_2_1,P0009,136.23,SU00072_2_SESS_U00072_2_1
PU00083_2_SESS_U00083_2_0,U00083,SESS_U00083_2_0,2026-06-03 10:43:35,OU00083_2_SESS_U00083_2_0,P0138,215.36,SU00083_2_SESS_U00083_2_0
PU00083_2_SESS_U00083_2_0,U00083,SESS_U00083_2_0,2026-06-03 17:05:38,OU00083_2_SESS_U00083_2_0,P0461,43.22,SU00083_2_SESS_U00083_2_0
PU00087_2_SESS_U00087_2_0,U00087,SESS_U00087_2_0,2026-06-03 10:35:37,OU00087_2_SESS_U00087_2_0,P0173,49.99,SU00087_2_SESS_U00087_2_0
PU00089_2_SESS_U00089_2_1,U00089,SESS_U00089_2_1,2026-06-03 20:36:25,OU00089_2_SESS_U00089_2_1,P0085,103.63,SU00089_2_SESS_U00089_2_1
PU00091_2_SESS_U00091_2_1,U00091,SESS_U00091_2_1,2026-06-03 13:24:52,OU00091_2_SESS_U00091_2_1,P0014,57.91,SU00091_2_SESS_U00091_2_1
PU00099_2_SESS_U00099_2_0,U00099,SESS_U00099_2_0,2026-06-03 16:19:49,OU00099_2_SESS_U00099_2_0,P0390,179.44,SU00099_2_SESS_U00099_2_0
PU00099_2_SESS_U00099_2_0,U00099,SESS_U00099_2_0,2026-06-03 13:24:24,OU00099_2_SESS_U00099_2_0,P0079,85.28,SU00099_2_SESS_U00099_2_0
PU00126_2_SESS_U00126_2_0,U00126,SESS_U00126_2_0,2026-06-03 08:08:25,OU00126_2_SESS_U00126_2_0,P0039,210.01,SU00126_2_SESS_U00126_2_0
PU00149_2_SESS_U00149_2_0,U00149,SESS_U00149_2_0,2026-06-03 18:52:39,OU00149_2_SESS_U00149_2_0,P0261,139.15,SU00149_2_SESS_U00149_2_0
PU00168_2_SESS_U00168_2_1,U00168,SESS_U00168_2_1,2026-06-03 13:16:23,OU00168_2_SESS_U00168_2_1,P0186,127.3,SU00168_2_SESS_U00168_2_1
PU00222_2_SESS_U00222_2_0,U00222,SESS_U00222_2_0,2026-06-03 09:53:54,OU00222_2_SESS_U00222_2_0,P0013,184.81,SU00222_2_SESS_U00222_2_0
PU00227_2_SESS_U00227_2_0,U00227,SESS_U00227_2_0,2026-06-03 18:36:17,OU00227_2_SESS_U00227_2_0,P0002,333.49,SU00227_2_SESS_U00227_2_0
PU00234_2_SESS_U00234_2_0,U00234,SESS_U00234_2_0,2026-06-03 14:29:18,OU00234_2_SESS_U00234_2_0,P0121,123.43,SU00234_2_SESS_U00234_2_0
PU00262_2_SESS_U00262_2_0,U00262,SESS_U00262_2_0,2026-06-03 10:58:46,OU00262_2_SESS_U00262_2_0,P0002,333.49,SU00262_2_SESS_U00262_2_0
PU00305_2_SESS_U00305_2_0,U00305,SESS_U00305_2_0,2026-06-03 18:14:54,OU00305_2_SESS_U00305_2_0,P0002,333.49,SU00305_2_SESS_U00305_2_0
PU00321_2_SESS_U00321_2_0,U00321,SESS_U00321_2_0,2026-06-03 18:53:23,OU00321_2_SESS_U00321_2_0,P0098,158.23,SU00321_2_SESS_U00321_2_0
PU00328_2_SESS_U00328_2_0,U00328,SESS_U00328_2_0,2026-06-03 13:30:51,OU00328_2_SESS_U00328_2_0,P0115,227.19,SU00328_2_SESS_U00328_2_0
PU00329_2_SESS_U00329_2_0,U00329,SESS_U00329_2_0,2026-06-03 20:59:51,OU00329_2_SESS_U00329_2_0,P0514,159.24,SU00329_2_SESS_U00329_2_0
PU00334_2_SESS_U00334_2_0,U00334,SESS_U00334_2_0,2026-06-03 22:35:35,OU00334_2_SESS_U00334_2_0,P0192,315.57,SU00334_2_SESS_U00334_2_0
PU00337_2_SESS_U00337_2_0,U00337,SESS_U00337_2_0,2026-06-03 10:11:28,OU00337_2_SESS_U00337_2_0,P0002,333.49,SU00337_2_SESS_U00337_2_0
PU00350_2_SESS_U00350_2_0,U00350,SESS_U00350_2_0,2026-06-03 20:05:50,OU00350_2_SESS_U00350_2_0,P0394,236.28,SU00350_2_SESS_U00350_2_0
PU00352_2_SESS_U00352_2_0,U00352,SESS_U00352_2_0,2026-06-03 10:50:50,OU00352_2_SESS_U00352_2_0,P0006,59.46,SU00352_2_SESS_U00352_2_0
PU00359_2_SESS_U00359_2_1,U00359,SESS_U00359_2_1,2026-06-03 19:00:14,OU00359_2_SESS_U00359_2_1,P0002,333.49,SU00359_2_SESS_U00359_2_1
PU00365_2_SESS_U00365_2_0,U00365,SESS_U00365_2_0,2026-06-03 08:37:43,OU00365_2_SESS_U00365_2_0,P0640,83.48,SU00365_2_SESS_U00365_2_0
PU00381_2_SESS_U00381_2_1,U00381,SESS_U00381_2_1,2026-06-03 07:31:49,OU00381_2_SESS_U00381_2_1,P0451,275.34,SU00381_2_SESS_U00381_2_1
PU00387_2_SESS_U00387_2_0,U00387,SESS_U00387_2_0,2026-06-03 08:50:18,OU00387_2_SESS_U00387_2_0,P0016,23.04,SU00387_2_SESS_U00387_2_0
PU00436_2_SESS_U00436_2_0,U00436,SESS_U00436_2_0,2026-06-03 17:10:27,OU00436_2_SESS_U00436_2_0,P0008,131.53,SU00436_2_SESS_U00436_2_0
PU00454_2_SESS_U00454_2_0,U00454,SESS_U00454_2_0,2026-06-03 18:11:39,OU00454_2_SESS_U00454_2_0,P0008,131.53,SU00454_2_SESS_U00454_2_0
