session_id,user_id,timestamp,device_type
SESS_U00313_0_0,U00313,2026-06-01 19:00:00,mobile
SESS_U00315_0_0,U00315,2026-06-01 08:00:00,tablet
SESS_U00316_0_0,U00316,2026-06-01 19:00:00,mobile
SESS_U00318_0_0,U00318,2026-06-01 18:00:00,mobile
SESS_U00320_0_0,U00320,2026-06-01 08:00:00,desktop
SESS_U00323_0_0,U00323,2026-06-01 19:00:00,desktop
SESS_U00326_0_0,U00326,2026-06-01 21:00:00,mobile
SESS_U00326_0_1,U00326,2026-06-01 14:00:00,mobile
SESS_U00328_0_0,U00328,2026-06-01 18:00:00,mobile
SESS_U00329_0_0,U00329,2026-06-01 13:00:00,desktop
SESS_U00330_0_0,U00330,2026-06-01 18:00:00,mobile
SESS_U00335_0_0,U00335,2026-06-01 10:00:00,mobile
SESS_U00335_0_1,U00335,2026-06-01 18:00:00,mobile
SESS_U00336_0_0,U00336,2026-06-01 08:00:00,mobile
SESS_U00344_0_0,U00344,2026-06-01 14:00:00,tablet
SESS_U00346_0_0,U00346,2026-06-01 13:00:00,mobile
SESS_U00346_0_1,U00346,2026-06-01 10:00:00,mobile
SESS_U00349_0_0,U00349,2026-06-01 21:00:00,mobile
SESS_U00350_0_0,U00350,2026-06-01 18:00:00,mobile
SESS_U00352_0_0,U00352,2026-06-01 09:00:00,desktop
SESS_U00355_0_0,U00355,2026-06-01 10:00:00,mobile
SESS_U00356_0_0,U00356,2026-06-01 19:00:00,mobile
SESS_U00361_0_0,U00361,2026-06-01 20:00:00,mobile
SESS_U00364_0_0,U00364,2026-06-01 21:00:00,mobile
SESS_U00368_0_0,U00368,2026-06-01 16:00:00,tablet
SESS_U00374_0_0,U00374,2026-06-01 07:00:00,mobile
SESS_U00375_0_0,U00375,2026-06-01 20:00:00,desktop
SESS_U00376_0_0,U00376,2026-06-01 17:00:00,mobile
SESS_U00377_0_0,U00377,2026-06-01 09:00:00,mobile
SESS_U00383_0_0,U00383,2026-06-01 11:00:00,mobile
SESS_U00388_0_0,U00388,2026-06-01 12:00:00,tablet
SESS_U00391_0_0,U00391,2026-06-01 21:00:00,desktop
SESS_U00393_0_0,U00393,2026-06-01 09:00:00,desktop
SESS_U00393_0_1,U00393,2026-06-01 10:00:00,desktop
SESS_U00394_0_0,U00394,2026-06-01 14:00:00,mobile
SESS_U00395_0_0,U00395,2026-06-01 13:00:00,mobile
SESS_U00402_0_0,U00402,2026-06-01 11:00:00,desktop
SESS_U00416_0_0,U00416,2026-06-01 15:00:00,desktop
SESS_U00416_0_1,U00416,2026-06-01 17:00:00,mobile
SESS_U00418_0_0,U00418,2026-06-01 08:00:00,mobile
SESS_U00420_0_0,U00420,2026-06-01 07:00:00,desktop
SESS_U00420_0_1,U00420,2026-06-01 19:00:00,mobile
SESS_U00421_0_0,U00421,2026-06-01 22:00:00,mobile
SESS_U00422_0_0,U00422,2026-06-01 07:00:00,mobile
SESS_U00422_0_1,U00422,2026-06-01 15:00:00,desktop
SESS_U00425_0_0,U00425,2026-06-01 07:00:00,mobile
SESS_U00426_0_0,U00426,2026-06-01 17:00:00,tablet
SESS_U00426_0_1,U00426,2026-06-01 13:00:00,mobile
SESS_U00427_0_0,U00427,2026-06-01 07:00:00,mobile
SESS_U00432_0_0,U00432,2026-06-01 09:00:00,mobile
SESS_U00438_0_0,U00438,2026-06-01 07:00:00,desktop
SESS_U00442_0_0,U00442,2026-06-01 14:00:00,mobile
SESS_U00443_0_0,U00443,2026-06-01 08:00:00,desktop
SESS_U00444_0_0,U00444,2026-06-01 20:00:00,mobile
SESS_U00445_0_0,U00445,2026-06-01 10:00:00,desktop
SESS_U00451_0_0,U00451,2026-06-01 07:00:00,mobile
SESS_U00452_0_0,U00452,2026-06-01 12:00:00,mobile
SESS_U00453_0_0,U00453,2026-06-01 18:00:00,mobile
SESS_U00455_0_0,U00455,2026-06-01 13:00:00,mobile
SESS_U00458_0_0,U00458,2026-06-01 17:00:00,mobile
SESS_U00459_0_0,U00459,2026-06-01 12:00:00,desktop
SESS_U00460_0_0,U00460,2026-06-01 20:00:00,mobile
SESS_U00468_0_0,U00468,2026-06-01 15:00:00,desktop
SESS_U00475_0_0,U00475,2026-06-01 09:00:00,desktop
SESS_U00477_0_0,U00477,2026-06-01 09:00:00,mobile
SESS_U00479_0_0,U00479,2026-06-01 19:00:00,mobile
SESS_U00480_0_0,U00480,2026-06-01 14:00:00,desktop
SESS_U00481_0_0,U00481,2026-06-01 20:00:00,desktop
SESS_U00484_0_0,U00484,2026-06-01 19:00:00,mobile
SESS_U00488_0_0,U00488,2026-06-01 07:00:00,mobile
SESS_U00492_0_0,U00492,2026-06-01 11:00:00,desktop
SESS_U00494_0_0,U00494,2026-06-01 14:00:00,mobile
SESS_U00495_0_0,U00495,2026-06-01 16:00:00,desktop
SESS_U00498_0_0,U00498,2026-06-01 22:00:00,mobile
SESS_U00500_0_0,U00500,2026-06-01 14:00:00,mobile
SESS_U00500_0_1,U00500,2026-06-01 11:00:00,mobile
SESS_U00509_0_0,U00509,2026-06-01 07:00:00,mobile
SESS_U00511_0_0,U00511,2026-06-01 10:00:00,desktop
SESS_U00512_0_0,U00512,2026-06-01 20:00:00,mobile
SESS_U00513_0_0,U00513,2026-06-01 22:00:00,mobile
SESS_U00513_0_1,U00513,2026-06-01 11:00:00,desktop
SESS_U00518_0_0,U00518,2026-06-01 20:00:00,mobile
SESS_U00526_0_0,U00526,2026-06-01 15:00:00,mobile
SESS_U00530_0_0,U00530,2026-06-01 20:00:00,mobile
SESS_U00534_0_0,U00534,2026-06-01 22:00:00,mobile
SESS_U00537_0_0,U00537,2026-06-01 08:00:00,mobile
SESS_U00538_0_0,U00538,2026-06-01 17:00:00,mobile
SESS_U00542_0_0,U00542,2026-06-01 16:00:00,desktop
SESS_U00543_0_0,U00543,2026-06-01 18:00:00,desktop
SESS_U00544_0_0,U00544,2026-06-01 20:00:00,desktop
SESS_U00547_0_0,U00547,2026-06-01 08:00:00,mobile
SESS_U00549_0_0,U00549,2026-06-01 17:00:00,desktop
SESS_U00552_0_0,U00552,2026-06-01 10:00:00,mobile
SESS_U00554_0_0,U00554,2026-06-01 13:00:00,mobile
SESS_U00560_0_0,U00560,2026-06-01 17:00:00,desktop
SESS_U00562_0_0,U00562,2026-06-01 07:00:00,mobile
SESS_U00563_0_0,U00563,2026-06-01 14:00:00,desktop
SESS_U00563_0_1,U00563,2026-06-01 16:00:00,mobile
SESS_U00565_0_0,U00565,2026-06-01 17:00:00,mobile
SESS_U00572_0_0,U00572,2026-06-01 09:00:00,mobile
SESS_U00581_0_0,U00581,2026-06-01 21:00:00,mobile
SESS_U00592_0_0,U00592,2026-06-01 22:00:00,desktop
SESS_U00597_0_0,U00597,2026-06-01 13:00:00,mobile
SESS_U00597_0_1,U00597,2026-06-01 20:00:00,mobile
SESS_U00604_0_0,U00604,2026-06-01 09:00:00,mobile
SESS_U00610_0_0,U00610,2026-06-01 07:00:00,mobile
SESS_U00612_0_0,U00612,2026-06-01 20:00:00,desktop
SESS_U00616_0_0,U00616,2026-06-01 12:00:00,desktop
SESS_U00616_0_1,U00616,2026-06-01 13:00:00,desktop
SESS_U00626_0_0,U00626,2026-06-01 07:00:00,mobile
SESS_U00630_0_0,U00630,2026-06-01 14:00:00,mobile
SESS_U00633_0_0,U00633,2026-06-01 16:00:00,mobile
SESS_U00634_0_0,U00634,2026-06-01 22:00:00,mobile
SESS_U00634_0_1,U00634,2026-06-01 07:00:00,desktop
SESS_U00636_0_0,U00636,2026-06-01 19:00:00,mobile
SESS_U00636_0_1,U00636,2026-06-01 15:00:00,desktop
SESS_U00641_0_0,U00641,2026-06-01 10:00:00,mobile
SESS_U00642_0_0,U00642,2026-06-01 22:00:00,mobile
SESS_U00646_0_0,U00646,2026-06-01 12:00:00,desktop
SESS_U00649_0_0,U00649,2026-06-01 10:00:00,mobile
SESS_U00650_0_0,U00650,2026-06-01 08:00:00,mobile
SESS_U00656_0_0,U00656,2026-06-01 07:00:00,mobile
SESS_U00663_0_0,U00663,2026-06-01 22:00:00,mobile
SESS_U00665_0_0,U00665,2026-06-01 17:00:00,mobile
SESS_U00669_0_0,U00669,2026-06-01 11:00:00,desktop
SESS_U00671_0_0,U00671,2026-06-01 10:00:00,desktop
SESS_U00671_0_1,U00671,2026-06-01 20:00:00,mobile
SESS_U00673_0_0,U00673,2026-06-01 18:00:00,desktop
SESS_U00674_0_0,U00674,2026-06-01 08:00:00,mobile
SESS_U00674_0_1,U00674,2026-06-01 15:00:00,mobile
SESS_U00676_0_0,U00676,2026-06-01 10:00:00,mobile
SESS_U00677_0_0,U00677,2026-06-01 13:00:00,mobile
SESS_U00686_0_0,U00686,2026-06-01 10:00:00,mobile
SESS_U00690_0_0,U00690,2026-06-01 07:00:00,mobile
SESS_U00690_0_1,U00690,2026-06-01 09:00:00,mobile
SESS_U00693_0_0,U00693,2026-06-01 10:00:00,desktop
SESS_U00694_0_0,U00694,2026-06-01 17:00:00,desktop
SESS_U00697_0_0,U00697,2026-06-01 11:00:00,mobile
SESS_U00698_0_0,U00698,2026-06-01 22:00:00,mobile
SESS_U00698_0_1,U00698,2026-06-01 08:00:00,tablet
SESS_U00699_0_0,U00699,2026-06-01 09:00:00,mobile
SESS_U00700_0_0,U00700,2026-06-01 20:00:00,mobile
SESS_U00703_0_0,U00703,2026-06-01 08:00:00,desktop
SESS_U00706_0_0,U00706,2026-06-01 19:00:00,desktop
SESS_U00714_0_0,U00714,2026-06-01 20:00:00,mobile
SESS_U00714_0_1,U00714,2026-06-01 09:00:00,mobile
SESS_U00721_0_0,U00721,2026-06-01 12:00:00,mobile
SESS_U00722_0_0,U00722,2026-06-01 21:00:00,mobile
SESS_U00723_0_0,U00723,2026-06-01 10:00:00,desktop
SESS_U00725_0_0,U00725,2026-06-01 21:00:00,mobile
SESS_U00727_0_0,U00727,2026-06-01 15:00:00,tablet
SESS_U00732_0_0,U00732,2026-06-01 19:00:00,desktop
SESS_U00741_0_0,U00741,2026-06-01 18:00:00,mobile
SESS_U00744_0_0,U00744,2026-06-01 14:00:00,mobile
SESS_U00753_0_0,U00753,2026-06-01 20:00:00,desktop
SESS_U00762_0_0,U00762,2026-06-01 13:00:00,mobile
SESS_U00767_0_0,U00767,2026-06-01 19:00:00,tablet
SESS_U00771_0_0,U00771,2026-06-01 08:00:00,mobile
SESS_U00778_0_0,U00778,2026-06-01 14:00:00,mobile
SESS_U00782_0_0,U00782,2026-06-01 19:00:00,mobile
SESS_U00786_0_0,U00786,2026-06-01 10:00:00,mobile
SESS_U00788_0_0,U00788,2026-06-01 18:00:00,mobile
SESS_U00789_0_0,U00789,2026-06-01 19:00:00,mobile
SESS_U00003_1_0,U00003,2026-06-02 20:00:00,mobile
SESS_U00003_1_1,U00003,2026-06-02 08:00:00,mobile
SESS_U00008_1_0,U00008,2026-06-02 08:00:00,mobile
SESS_U00014_1_0,U00014,2026-06-02 19:00:00,mobile
SESS_U00014_1_1,U00014,2026-06-02 18:00:00,mobile
SESS_U00015_1_0,U00015,2026-06-02 13:00:00,mobile
SESS_U00021_1_0,U00021,2026-06-02 13:00:00,mobile
SESS_U00022_1_0,U00022,2026-06-02 12:00:00,mobile
SESS_U00022_1_1,U00022,2026-06-02 17:00:00,mobile
SESS_U00025_1_0,U00025,2026-06-02 21:00:00,mobile
SESS_U00027_1_0,U00027,2026-06-02 17:00:00,mobile
SESS_U00029_1_0,U00029,2026-06-02 08:00:00,desktop
SESS_U00033_1_0,U00033,2026-06-02 12:00:00,mobile
SESS_U00036_1_0,U00036,2026-06-02 18:00:00,mobile
SESS_U00043_1_0,U00043,2026-06-02 14:00:00,desktop
SESS_U00053_1_0,U00053,2026-06-02 15:00:00,mobile
SESS_U00055_1_0,U00055,2026-06-02 09:00:00,mobile
SESS_U00059_1_0,U00059,2026-06-02 07:00:00,mobile
SESS_U00061_1_0,U00061,2026-06-02 08:00:00,mobile
SESS_U00064_1_0,U00064,2026-06-02 11:00:00,mobile
SESS_U00071_1_0,U00071,2026-06-02 09:00:00,mobile
SESS_U00074_1_0,U00074,2026-06-02 21:00:00,mobile
SESS_U00076_1_0,U00076,2026-06-02 11:00:00,desktop
SESS_U00077_1_0,U00077,2026-06-02 19:00:00,mobile
SESS_U00079_1_0,U00079,2026-06-02 14:00:00,mobile
SESS_U00080_1_0,U00080,2026-06-02 15:00:00,mobile
SESS_U00081_1_0,U00081,2026-06-02 22:00:00,mobile
SESS_U00082_1_0,U00082,2026-06-02 09:00:00,mobile
SESS_U00089_1_0,U00089,2026-06-02 11:00:00,mobile
SESS_U00093_1_0,U00093,2026-06-02 15:00:00,mobile
SESS_U00093_1_1,U00093,2026-06-02 22:00:00,mobile
SESS_U00094_1_0,U00094,2026-06-02 17:00:00,mobile
SESS_U00099_1_0,U00099,2026-06-02 21:00:00,tablet
SESS_U00104_1_0,U00104,2026-06-02 09:00:00,mobile
SESS_U00106_1_0,U00106,2026-06-02 15:00:00,mobile
SESS_U00109_1_0,U00109,2026-06-02 19:00:00,desktop
SESS_U00112_1_0,U00112,2026-06-02 19:00:00,mobile
SESS_U00113_1_0,U00113,2026-06-02 16:00:00,desktop
SESS_U00118_1_0,U00118,2026-06-02 20:00:00,mobile
SESS_U00123_1_0,U00123,2026-06-02 07:00:00,desktop
SESS_U00129_1_0,U00129,2026-06-02 20:00:00,desktop
SESS_U00134_1_0,U00134,2026-06-02 18:00:00,mobile
SESS_U00138_1_0,U00138,2026-06-02 20:00:00,mobile
SESS_U00138_1_1,U00138,2026-06-02 17:00:00,desktop
SESS_U00139_1_0,U00139,2026-06-02 18:00:00,mobile
SESS_U00139_1_1,U00139,2026-06-02 16:00:00,desktop
SESS_U00144_1_0,U00144,2026-06-02 07:00:00,desktop
SESS_U00146_1_0,U00146,2026-06-02 14:00:00,mobile
SESS_U00148_1_0,U00148,2026-06-02 17:00:00,mobile
SESS_U00153_1_0,U00153,2026-06-02 22:00:00,desktop
SESS_U00155_1_0,U00155,2026-06-02 13:00:00,desktop
SESS_U00163_1_0,U00163,2026-06-02 19:00:00,mobile
SESS_U00164_1_0,U00164,2026-06-02 09:00:00,mobile
SESS_U00167_1_0,U00167,2026-06-02 19:00:00,desktop
SESS_U00168_1_0,U00168,2026-06-02 17:00:00,mobile
SESS_U00171_1_0,U00171,2026-06-02 21:00:00,desktop
SESS_U00171_1_1,U00171,2026-06-02 08:00:00,mobile
SESS_U00172_1_0,U00172,2026-06-02 21:00:00,mobile
SESS_U00174_1_0,U00174,2026-06-02 09:00:00,mobile
SESS_U00180_1_0,U00180,2026-06-02 17:00:00,mobile
SESS_U00182_1_0,U00182,2026-06-02 20:00:00,desktop
SESS_U00183_1_0,U00183,2026-06-02 12:00:00,desktop
SESS_U00187_1_0,U00187,2026-06-02 18:00:00,mobile
SESS_U00191_1_0,U00191,2026-06-02 17:00:00,desktop
SESS_U00196_1_0,U00196,2026-06-02 07:00:00,tablet
SESS_U00199_1_0,U00199,2026-06-02 21:00:00,desktop
SESS_U00202_1_0,U00202,2026-06-02 09:00:00,mobile
SESS_U00205_1_0,U00205,2026-06-02 09:00:00,desktop
SESS_U00206_1_0,U00206,2026-06-02 17:00:00,mobile
SESS_U00207_1_0,U00207,2026-06-02 16:00:00,mobile
SESS_U00208_1_0,U00208,2026-06-02 08:00:00,mobile
SESS_U00209_1_0,U00209,2026-06-02 21:00:00,mobile
SESS_U00211_1_0,U00211,2026-06-02 18:00:00,mobile
SESS_U00217_1_0,U00217,2026-06-02 07:00:00,mobile
SESS_U00218_1_0,U00218,2026-06-02 16:00:00,mobile
SESS_U00219_1_0,U00219,2026-06-02 19:00:00,tablet
SESS_U00221_1_0,U00221,2026-06-02 14:00:00,mobile
SESS_U00225_1_0,U00225,2026-06-02 10:00:00,desktop
SESS_U00226_1_0,U00226,2026-06-02 20:00:00,mobile
SESS_U00232_1_0,U00232,2026-06-02 08:00:00,desktop
SESS_U00232_1_1,U00232,2026-06-02 22:00:00,mobile
SESS_U00240_1_0,U00240,2026-06-02 17:00:00,mobile
SESS_U00248_1_0,U00248,2026-06-02 08:00:00,mobile
SESS_U00251_1_0,U00251,2026-06-02 15:00:00,tablet
SESS_U00255_1_0,U00255,2026-06-02 12:00:00,mobile
SESS_U00260_1_0,U00260,2026-06-02 10:00:00,desktop
SESS_U00264_1_0,U00264,2026-06-02 11:00:00,tablet
SESS_U00268_1_0,U00268,2026-06-02 21:00:00,mobile
SESS_U00273_1_0,U00273,2026-06-02 12:00:00,mobile
SESS_U00273_1_1,U00273,2026-06-02 18:00:00,tablet
SESS_U00275_1_0,U00275,2026-06-02 17:00:00,mobile
SESS_U00280_1_0,U00280,2026-06-02 10:00:00,mobile
SESS_U00282_1_0,U00282,2026-06-02 18:00:00,mobile
SESS_U00284_1_0,U00284,2026-06-02 09:00:00,desktop
SESS_U00287_1_0,U00287,2026-06-02 14:00:00,desktop
SESS_U00287_1_1,U00287,2026-06-02 16:00:00,mobile
SESS_U00291_1_0,U00291,2026-06-02 22:00:00,mobile
SESS_U00297_1_0,U00297,2026-06-02 07:00:00,mobile
SESS_U00304_1_0,U00304,2026-06-02 18:00:00,mobile
SESS_U00305_1_0,U00305,2026-06-02 17:00:00,desktop
SESS_U00306_1_0,U00306,2026-06-02 11:00:00,desktop
SESS_U00309_1_0,U00309,2026-06-02 16:00:00,mobile
SESS_U00312_1_0,U00312,2026-06-02 20:00:00,tablet
SESS_U00313_1_0,U00313,2026-06-02 21:00:00,mobile
SESS_U00318_1_0,U00318,2026-06-02 12:00:00,desktop
SESS_U00318_1_1,U00318,2026-06-02 18:00:00,mobile
SESS_U00321_1_0,U00321,2026-06-02 10:00:00,mobile
SESS_U00327_1_0,U00327,2026-06-02 17:00:00,mobile
SESS_U00329_1_0,U00329,2026-06-02 07:00:00,mobile
SESS_U00332_1_0,U00332,2026-06-02 12:00:00,tablet
SESS_U00334_1_0,U00334,2026-06-02 12:00:00,mobile
SESS_U00336_1_0,U00336,2026-06-02 08:00:00,mobile
SESS_U00337_1_0,U00337,2026-06-02 18:00:00,mobile
SESS_U00337_1_1,U00337,2026-06-02 20:00:00,mobile
SESS_U00338_1_0,U00338,2026-06-02 17:00:00,mobile
SESS_U00339_1_0,U00339,2026-06-02 21:00:00,desktop
SESS_U00340_1_0,U00340,2026-06-02 18:00:00,mobile
SESS_U00341_1_0,U00341,2026-06-02 11:00:00,mobile
SESS_U00343_1_0,U00343,2026-06-02 22:00:00,tablet
SESS_U00346_1_0,U00346,2026-06-02 08:00:00,mobile
SESS_U00347_1_0,U00347,2026-06-02 10:00:00,mobile
SESS_U00349_1_0,U00349,2026-06-02 13:00:00,mobile
SESS_U00351_1_0,U00351,2026-06-02 15:00:00,mobile
SESS_U00356_1_0,U00356,2026-06-02 21:00:00,desktop
SESS_U00357_1_0,U00357,2026-06-02 10:00:00,mobile
SESS_U00361_1_0,U00361,2026-06-02 18:00:00,mobile
SESS_U00363_1_0,U00363,2026-06-02 09:00:00,mobile
SESS_U00365_1_0,U00365,2026-06-02 22:00:00,desktop
SESS_U00365_1_1,U00365,2026-06-02 22:00:00,desktop
SESS_U00367_1_0,U00367,2026-06-02 12:00:00,mobile
SESS_U00367_1_1,U00367,2026-06-02 08:00:00,mobile
SESS_U00368_1_0,U00368,2026-06-02 09:00:00,mobile
SESS_U00370_1_0,U00370,2026-06-02 20:00:00,mobile
SESS_U00373_1_0,U00373,2026-06-02 07:00:00,mobile
SESS_U00374_1_0,U00374,2026-06-02 11:00:00,mobile
SESS_U00374_1_1,U00374,2026-06-02 18:00:00,mobile
SESS_U00381_1_0,U00381,2026-06-02 18:00:00,mobile
SESS_U00381_1_1,U00381,2026-06-02 19:00:00,desktop
SESS_U00386_1_0,U00386,2026-06-02 09:00:00,mobile
SESS_U00389_1_0,U00389,2026-06-02 18:00:00,desktop
SESS_U00394_1_0,U00394,2026-06-02 09:00:00,desktop
SESS_U00396_1_0,U00396,2026-06-02 17:00:00,mobile
SESS_U00397_1_0,U00397,2026-06-02 07:00:00,mobile
