event_id,user_id,session_id,timestamp,search_event_id,product_id,result_position
CU00200_0_SESS_U00200_0_0_0,U00200,SESS_U00200_0_0,2026-06-01 14:35:25,SU00200_0_SESS_U00200_0_0_0,P0065,1
CU00203_0_SESS_U00203_0_0_1,U00203,SESS_U00203_0_0,2026-06-01 19:34:21,SU00203_0_SESS_U00203_0_0_1,P0285,4
CU00203_0_SESS_U00203_0_0_2,U00203,SESS_U00203_0_0,2026-06-01 08:25:03,SU00203_0_SESS_U00203_0_0_2,P0023,1
CU00216_0_SESS_U00216_0_0_1,U00216,SESS_U00216_0_0,2026-06-01 18:46:14,SU00216_0_SESS_U00216_0_0_1,P0279,7
CU00225_0_SESS_U00225_0_0_0,U00225,SESS_U00225_0_0,2026-06-01 11:31:04,SU00225_0_SESS_U00225_0_0_0,P0467,4
CU00231_0_SESS_U00231_0_0_0,U00231,SESS_U00231_0_0,2026-06-01 17:14:22,SU00231_0_SESS_U00231_0_0_0,P0001,1
CU00237_0_SESS_U00237_0_0_0,U00237,SESS_U00237_0_0,2026-06-01 18:09:24,SU00237_0_SESS_U00237_0_0_0,P0016,1
CU00246_0_SESS_U00246_0_1_0,U00246,SESS_U00246_0_1,2026-06-01 15:34:11,SU00246_0_SESS_U00246_0_1_0,P0149,1
CU00246_0_SESS_U00246_0_1_1,U00246,SESS_U00246_0_1,2026-06-01 10:12:07,SU00246_0_SESS_U00246_0_1_1,P0228,1
CU00246_0_SESS_U00246_0_1_2,U00246,SESS_U00246_0_1,2026-06-01 11:00:03,SU00246_0_SESS_U00246_0_1_2,P0565,1
CU00254_0_SESS_U00254_0_0_1,U00254,SESS_U00254_0_0,2026-06-01 07:59:13,SU00254_0_SESS_U00254_0_0_1,P0012,7
CU00257_0_SESS_U00257_0_0_0,U00257,SESS_U00257_0_0,2026-06-01 22:48:23,SU00257_0_SESS_U00257_0_0_0,P0232,8
CU00257_0_SESS_U00257_0_0_1,U00257,SESS_U00257_0_0,2026-06-01 15:08:06,SU00257_0_SESS_U00257_0_0_1,P0427,1
CU00259_0_SESS_U00259_0_0_0,U00259,SESS_U00259_0_0,2026-06-01 09:59:04,SU00259_0_SESS_U00259_0_0_0,P0002,1
CU00264_0_SESS_U00264_0_1_1,U00264,SESS_U00264_0_1,2026-06-01 14:14:16,SU00264_0_SESS_U00264_0_1_1,P0005,1
CU00265_0_SESS_U00265_0_0_0,U00265,SESS_U00265_0_0,2026-06-01 15:48:05,SU00265_0_SESS_U00265_0_0_0,P0048,1
CU00269_0_SESS_U00269_0_0_0,U00269,SESS_U00269_0_0,2026-06-01 16:43:03,SU00269_0_SESS_U00269_0_0_0,P0041,1
CU00270_0_SESS_U00270_0_0_0,U00270,SESS_U00270_0_0,2026-06-01 19:56:21,SU00270_0_SESS_U00270_0_0_0,P0249,6
CU00270_0_SESS_U00270_0_0_2,U00270,SESS_U00270_0_0,2026-06-01 07:11:23,SU00270_0_SESS_U00270_0_0_2,P0427,1
CU00270_0_SESS_U00270_0_1_1,U00270,SESS_U00270_0_1,2026-06-01 07:16:09,SU00270_0_SESS_U00270_0_1_1,P0074,8
CU00274_0_SESS_U00274_0_0_0,U00274,SESS_U00274_0_0,2026-06-01 16:35:25,SU00274_0_SESS_U00274_0_0_0,P0013,1
CU00289_0_SESS_U00289_0_0_1,U00289,SESS_U00289_0_0,2026-06-01 22:32:15,SU00289_0_SESS_U00289_0_0_1,P0369,1
CU00295_0_SESS_U00295_0_1_0,U00295,SESS_U00295_0_1,2026-06-01 14:09:14,SU00295_0_SESS_U00295_0_1_0,P0173,6
CU00297_0_SESS_U00297_0_1_0,U00297,SESS_U00297_0_1,2026-06-01 20:07:15,SU00297_0_SESS_U00297_0_1_0,P0344,5
CU00299_0_SESS_U00299_0_0_0,U00299,SESS_U00299_0_0,2026-06-01 21:44:08,SU00299_0_SESS_U00299_0_0_0,P0494,7
CU00305_0_SESS_U00305_0_0_0,U00305,SESS_U00305_0_0,2026-06-01 18:33:03,SU00305_0_SESS_U00305_0_0_0,P0002,1
CU00306_0_SESS_U00306_0_0_0,U00306,SESS_U00306_0_0,2026-06-01 09:12:12,SU00306_0_SESS_U00306_0_0_0,P0059,4
CU00315_0_SESS_U00315_0_0_0,U00315,SESS_U00315_0_0,2026-06-01 15:33:11,SU00315_0_SESS_U00315_0_0_0,P0027,1
CU00316_0_SESS_U00316_0_0_0,U00316,SESS_U00316_0_0,2026-06-01 14:55:20,SU00316_0_SESS_U00316_0_0_0,P0023,1
CU00323_0_SESS_U00323_0_0_0,U00323,SESS_U00323_0_0,2026-06-01 10:03:22,SU00323_0_SESS_U00323_0_0_0,P0467,1
CU00323_0_SESS_U00323_0_0_1,U00323,SESS_U00323_0_0,2026-06-01 16:51:07,SU00323_0_SESS_U00323_0_0_1,P0061,2
CU00323_0_SESS_U00323_0_0_2,U00323,SESS_U00323_0_0,2026-06-01 13:50:10,SU00323_0_SESS_U00323_0_0_2,P0069,1
CU00326_0_SESS_U00326_0_1_1,U00326,SESS_U00326_0_1,2026-06-01 19:02:12,SU00326_0_SESS_U00326_0_1_1,P0003,1
CU00328_0_SESS_U00328_0_0_0,U00328,SESS_U00328_0_0,2026-06-01 09:18:18,SU00328_0_SESS_U00328_0_0_0,P0079,1
CU00329_0_SESS_U00329_0_0_0,U00329,SESS_U00329_0_0,2026-06-01 09:12:10,SU00329_0_SESS_U00329_0_0_0,P0001,1
CU00329_0_SESS_U00329_0_0_1,U00329,SESS_U00329_0_0,2026-06-01 07:22:12,SU00329_0_SESS_U00329_0_0_1,P0078,1
CU00335_0_SESS_U00335_0_1_0,U00335,SESS_U00335_0_1,2026-06-01 09:21:18,SU00335_0_SESS_U00335_0_1_0,P0183,8
CU00346_0_SESS_U00346_0_1_0,U00346,SESS_U00346_0_1,2026-06-01 08:52:06,SU00346_0_SESS_U00346_0_1_0,P0107,1
CU00349_0_SESS_U00349_0_0_0,U00349,SESS_U00349_0_0,2026-06-01 20:50:10,SU00349_0_SESS_U00349_0_0_0,P0039,1
CU00350_0_SESS_U00350_0_0_1,U00350,SESS_U00350_0_0,2026-06-01 17:58:05,SU00350_0_SESS_U00350_0_0_1,P0073,7
CU00352_0_SESS_U00352_0_0_0,U00352,SESS_U00352_0_0,2026-06-01 22:08:12,SU00352_0_SESS_U00352_0_0_0,P0611,6
CU00355_0_SESS_U00355_0_0_0,U00355,SESS_U00355_0_0,2026-06-01 21:35:24,SU00355_0_SESS_U00355_0_0_0,P0002,1
CU00361_0_SESS_U00361_0_0_0,U00361,SESS_U00361_0_0,2026-06-01 13:05:22,SU00361_0_SESS_U00361_0_0_0,P0131,3
CU00364_0_SESS_U00364_0_0_1,U00364,SESS_U00364_0_0,2026-06-01 18:10:22,SU00364_0_SESS_U00364_0_0_1,P0002,1
CU00375_0_SESS_U00375_0_0_0,U00375,SESS_U00375_0_0,2026-06-01 15:18:23,SU00375_0_SESS_U00375_0_0_0,P0094,2
CU00376_0_SESS_U00376_0_0_0,U00376,SESS_U00376_0_0,2026-06-01 15:09:19,SU00376_0_SESS_U00376_0_0_0,P0047,2
CU00377_0_SESS_U00377_0_0_0,U00377,SESS_U00377_0_0,2026-06-01 15:20:04,SU00377_0_SESS_U00377_0_0_0,P0622,1
CU00388_0_SESS_U00388_0_0_0,U00388,SESS_U00388_0_0,2026-06-01 21:25:15,SU00388_0_SESS_U00388_0_0_0,P0565,1
CU00391_0_SESS_U00391_0_0_0,U00391,SESS_U00391_0_0,2026-06-01 08:09:24,SU00391_0_SESS_U00391_0_0_0,P0044,1
CU00394_0_SESS_U00394_0_0_1,U00394,SESS_U00394_0_0,2026-06-01 10:49:13,SU00394_0_SESS_U00394_0_0_1,P0012,6
CU00395_0_SESS_U00395_0_0_0,U00395,SESS_U00395_0_0,2026-06-01 14:36:11,SU00395_0_SESS_U00395_0_0_0,P0079,1
CU00402_0_SESS_U00402_0_0_0,U00402,SESS_U00402_0_0,2026-06-01 14:32:04,SU00402_0_SESS_U00402_0_0_0,P0155,1
CU00416_0_SESS_U00416_0_1_0,U00416,SESS_U00416_0_1,2026-06-01 11:28:17,SU00416_0_SESS_U00416_0_1_0,P0021,1
CU00420_0_SESS_U00420_0_0_0,U00420,SESS_U00420_0_0,2026-06-01 15:27:11,SU00420_0_SESS_U00420_0_0_0,P0481,6
CU00420_0_SESS_U00420_0_1_0,U00420,SESS_U00420_0_1,2026-06-01 08:51:24,SU00420_0_SESS_U00420_0_1_0,P0488,1
CU00421_0_SESS_U00421_0_0_0,U00421,SESS_U00421_0_0,2026-06-01 21:12:15,SU00421_0_SESS_U00421_0_0_0,P0015,1
CU00421_0_SESS_U00421_0_0_1,U00421,SESS_U00421_0_0,2026-06-01 13:49:25,SU00421_0_SESS_U00421_0_0_1,P0002,1
CU00422_0_SESS_U00422_0_1_0,U00422,SESS_U00422_0_1,2026-06-01 17:22:08,SU00422_0_SESS_U00422_0_1_0,P0049,1
CU00426_0_SESS_U00426_0_1_0,U00426,SESS_U00426_0_1,2026-06-01 13:45:19,SU00426_0_SESS_U00426_0_1_0,P0009,5
CU00427_0_SESS_U00427_0_0_0,U00427,SESS_U00427_0_0,2026-06-01 19:01:05,SU00427_0_SESS_U00427_0_0_0,P0300,5
CU00438_0_SESS_U00438_0_0_1,U00438,SESS_U00438_0_0,2026-06-01 21:48:04,SU00438_0_SESS_U00438_0_0_1,P0514,4
CU00442_0_SESS_U00442_0_0_0,U00442,SESS_U00442_0_0,2026-06-01 09:44:10,SU00442_0_SESS_U00442_0_0_0,P0032,4
CU00443_0_SESS_U00443_0_0_0,U00443,SESS_U00443_0_0,2026-06-01 08:29:10,SU00443_0_SESS_U00443_0_0_0,P0021,1
CU00445_0_SESS_U00445_0_0_0,U00445,SESS_U00445_0_0,2026-06-01 17:06:15,SU00445_0_SESS_U00445_0_0_0,P0263,2
CU00451_0_SESS_U00451_0_0_0,U00451,SESS_U00451_0_0,2026-06-01 09:45:12,SU00451_0_SESS_U00451_0_0_0,P0001,1
CU00453_0_SESS_U00453_0_0_0,U00453,SESS_U00453_0_0,2026-06-01 10:05:12,SU00453_0_SESS_U00453_0_0_0,P0017,1
CU00455_0_SESS_U00455_0_0_2,U00455,SESS_U00455_0_0,2026-06-01 10:10:23,SU00455_0_SESS_U00455_0_0_2,P0069,5
CU00458_0_SESS_U00458_0_0_0,U00458,SESS_U00458_0_0,2026-06-01 07:21:13,SU00458_0_SESS_U00458_0_0_0,P0400,3
CU00459_0_SESS_U00459_0_0_0,U00459,SESS_U00459_0_0,2026-06-01 17:23:17,SU00459_0_SESS_U00459_0_0_0,P0027,1
CU00460_0_SESS_U00460_0_0_0,U00460,SESS_U00460_0_0,2026-06-01 07:45:08,SU00460_0_SESS_U00460_0_0_0,P0482,7
CU00460_0_SESS_U00460_0_0_1,U00460,SESS_U00460_0_0,2026-06-01 15:01:23,SU00460_0_SESS_U00460_0_0_1,P0012,6
CU00460_0_SESS_U00460_0_0_2,U00460,SESS_U00460_0_0,2026-06-01 07:04:06,SU00460_0_SESS_U00460_0_0_2,P0111,1
CU00468_0_SESS_U00468_0_0_1,U00468,SESS_U00468_0_0,2026-06-01 21:21:15,SU00468_0_SESS_U00468_0_0_1,P0002,1
CU00475_0_SESS_U00475_0_0_0,U00475,SESS_U00475_0_0,2026-06-01 15:11:04,SU00475_0_SESS_U00475_0_0_0,P0048,1
CU00477_0_SESS_U00477_0_0_1,U00477,SESS_U00477_0_0,2026-06-01 18:23:10,SU00477_0_SESS_U00477_0_0_1,P0121,2
CU00479_0_SESS_U00479_0_0_0,U00479,SESS_U00479_0_0,2026-06-01 19:54:18,SU00479_0_SESS_U00479_0_0_0,P0437,3
CU00480_0_SESS_U00480_0_0_0,U00480,SESS_U00480_0_0,2026-06-01 10:07:05,SU00480_0_SESS_U00480_0_0_0,P0222,1
CU00481_0_SESS_U00481_0_0_0,U00481,SESS_U00481_0_0,2026-06-01 21:30:04,SU00481_0_SESS_U00481_0_0_0,P0002,1
CU00484_0_SESS_U00484_0_0_0,U00484,SESS_U00484_0_0,2026-06-01 14:33:09,SU00484_0_SESS_U00484_0_0_0,P0088,3
CU00484_0_SESS_U00484_0_0_1,U00484,SESS_U00484_0_0,2026-06-01 10:13:05,SU00484_0_SESS_U00484_0_0_1,P0230,4
CU00495_0_SESS_U00495_0_0_0,U00495,SESS_U00495_0_0,2026-06-01 12:00:05,SU00495_0_SESS_U00495_0_0_0,P0002,1
CU00500_0_SESS_U00500_0_0_0,U00500,SESS_U00500_0_0,2026-06-01 07:36:03,SU00500_0_SESS_U00500_0_0_0,P0011,1
CU00500_0_SESS_U00500_0_1_0,U00500,SESS_U00500_0_1,2026-06-01 08:10:21,SU00500_0_SESS_U00500_0_1_0,P0107,1
CU00500_0_SESS_U00500_0_1_1,U00500,SESS_U00500_0_1,2026-06-01 11:47:16,SU00500_0_SESS_U00500_0_1_1,P0004,5
CU00509_0_SESS_U00509_0_0_0,U00509,SESS_U00509_0_0,2026-06-01 12:55:15,SU00509_0_SESS_U00509_0_0_0,P0017,1
CU00512_0_SESS_U00512_0_0_0,U00512,SESS_U00512_0_0,2026-06-01 15:41:19,SU00512_0_SESS_U00512_0_0_0,P0002,1
CU00513_0_SESS_U00513_0_0_1,U00513,SESS_U00513_0_0,2026-06-01 14:27:20,SU00513_0_SESS_U00513_0_0_1,P0394,3
CU00513_0_SESS_U00513_0_1_0,U00513,SESS_U00513_0_1,2026-06-01 19:39:21,SU00513_0_SESS_U00513_0_1_0,P0584,1
CU00518_0_SESS_U00518_0_0_0,U00518,SESS_U00518_0_0,2026-06-01 12:25:12,SU00518_0_SESS_U00518_0_0_0,P0014,1
CU00530_0_SESS_U00530_0_0_0,U00530,SESS_U00530_0_0,2026-06-01 09:44:08,SU00530_0_SESS_U00530_0_0_0,P0002,1
CU00534_0_SESS_U00534_0_0_0,U00534,SESS_U00534_0_0,2026-06-01 15:10:04,SU00534_0_SESS_U00534_0_0_0,P0228,1
CU00534_0_SESS_U00534_0_0_1,U00534,SESS_U00534_0_0,2026-06-01 17:21:22,SU00534_0_SESS_U00534_0_0_1,P0012,1
CU00537_0_SESS_U00537_0_0_0,U00537,SESS_U00537_0_0,2026-06-01 07:14:18,SU00537_0_SESS_U00537_0_0_0,P0021,1
CU00537_0_SESS_U00537_0_0_1,U00537,SESS_U00537_0_0,2026-06-01 20:08:09,SU00537_0_SESS_U00537_0_0_1,P0011,8
CU00538_0_SESS_U00538_0_0_0,U00538,SESS_U00538_0_0,2026-06-01 14:32:25,SU00538_0_SESS_U00538_0_0_0,P0128,6
CU00538_0_SESS_U00538_0_0_1,U00538,SESS_U00538_0_0,2026-06-01 21:49:24,SU00538_0_SESS_U00538_0_0_1,P0012,6
CU00542_0_SESS_U00542_0_0_1,U00542,SESS_U00542_0_0,2026-06-01 14:09:10,SU00542_0_SESS_U00542_0_0_1,P0222,7
CU00543_0_SESS_U00543_0_0_0,U00543,SESS_U00543_0_0,2026-06-01 10:42:18,SU00543_0_SESS_U00543_0_0_0,P0192,1
CU00544_0_SESS_U00544_0_0_0,U00544,SESS_U00544_0_0,2026-06-01 17:39:05,SU00544_0_SESS_U00544_0_0_0,P0299,5
CU00549_0_SESS_U00549_0_0_0,U00549,SESS_U00549_0_0,2026-06-01 08:02:07,SU00549_0_SESS_U00549_0_0_0,P0121,3
CU00552_0_SESS_U00552_0_0_0,U00552,SESS_U00552_0_0,2026-06-01 19:30:12,SU00552_0_SESS_U00552_0_0_0,P0002,1
CU00554_0_SESS_U00554_0_0_0,U00554,SESS_U00554_0_0,2026-06-01 17:51:18,SU00554_0_SESS_U00554_0_0_0,P0002,1
CU00560_0_SESS_U00560_0_0_0,U00560,SESS_U00560_0_0,2026-06-01 17:43:03,SU00560_0_SESS_U00560_0_0_0,P0013,1
CU00562_0_SESS_U00562_0_0_1,U00562,SESS_U00562_0_0,2026-06-01 18:25:10,SU00562_0_SESS_U00562_0_0_1,P0084,1
CU00565_0_SESS_U00565_0_0_0,U00565,SESS_U00565_0_0,2026-06-01 21:21:09,SU00565_0_SESS_U00565_0_0_0,P0053,1
CU00572_0_SESS_U00572_0_0_0,U00572,SESS_U00572_0_0,2026-06-01 07:14:18,SU00572_0_SESS_U00572_0_0_0,P0127,1
CU00597_0_SESS_U00597_0_1_0,U00597,SESS_U00597_0_1,2026-06-01 12:33:14,SU00597_0_SESS_U00597_0_1_0,P0072,1
CU00610_0_SESS_U00610_0_0_0,U00610,SESS_U00610_0_0,2026-06-01 12:11:06,SU00610_0_SESS_U00610_0_0_0,P0285,8
CU00610_0_SESS_U00610_0_0_1,U00610,SESS_U00610_0_0,2026-06-01 07:57:25,SU00610_0_SESS_U00610_0_0_1,P0412,7
CU00612_0_SESS_U00612_0_0_0,U00612,SESS_U00612_0_0,2026-06-01 20:13:05,SU00612_0_SESS_U00612_0_0_0,P0203,1
CU00626_0_SESS_U00626_0_0_0,U00626,SESS_U00626_0_0,2026-06-01 20:09:09,SU00626_0_SESS_U00626_0_0_0,P0044,1
CU00630_0_SESS_U00630_0_0_0,U00630,SESS_U00630_0_0,2026-06-01 18:39:23,SU00630_0_SESS_U00630_0_0_0,P0451,1
CU00633_0_SESS_U00633_0_0_1,U00633,SESS_U00633_0_0,2026-06-01 11:32:25,SU00633_0_SESS_U00633_0_0_1,P0025,1
CU00633_0_SESS_U00633_0_0_2,U00633,SESS_U00633_0_0,2026-06-01 19:41:21,SU00633_0_SESS_U00633_0_0_2,P0077,5
CU00636_0_SESS_U00636_0_1_1,U00636,SESS_U00636_0_1,2026-06-01 19:01:07,SU00636_0_SESS_U00636_0_1_1,P0002,1
CU00642_0_SESS_U00642_0_0_0,U00642,SESS_U00642_0_0,2026-06-01 12:38:05,SU00642_0_SESS_U00642_0_0_0,P0227,1
CU00649_0_SESS_U00649_0_0_0,U00649,SESS_U00649_0_0,2026-06-01 21:14:24,SU00649_0_SESS_U00649_0_0_0,P0075,1
CU00650_0_SESS_U00650_0_0_0,U00650,SESS_U00650_0_0,2026-06-01 17:42:04,SU00650_0_SESS_U00650_0_0_0,P0463,2
CU00669_0_SESS_U00669_0_0_0,U00669,SESS_U00669_0_0,2026-06-01 16:37:03,SU00669_0_SESS_U00669_0_0_0,P0037,5
CU00671_0_SESS_U00671_0_1_0,U00671,SESS_U00671_0_1,2026-06-01 22:07:24,SU00671_0_SESS_U00671_0_1_0,P0126,8
CU00674_0_SESS_U00674_0_0_0,U00674,SESS_U00674_0_0,2026-06-01 09:46:22,SU00674_0_SESS_U00674_0_0_0,P0014,6
CU00674_0_SESS_U00674_0_0_1,U00674,SESS_U00674_0_0,2026-06-01 17:10:18,SU00674_0_SESS_U00674_0_0_1,P0190,3
CU00674_0_SESS_U00674_0_1_0,U00674,SESS_U00674_0_1,2026-06-01 16:49:22,SU00674_0_SESS_U00674_0_1_0,P0433,1
CU00677_0_SESS_U00677_0_0_1,U00677,SESS_U00677_0_0,2026-06-01 15:36:21,SU00677_0_SESS_U00677_0_0_1,P0002,1
CU00690_0_SESS_U00690_0_0_1,U00690,SESS_U00690_0_0,2026-06-01 12:23:12,SU00690_0_SESS_U00690_0_0_1,P0566,1
CU00690_0_SESS_U00690_0_1_0,U00690,SESS_U00690_0_1,2026-06-01 13:32:10,SU00690_0_SESS_U00690_0_1_0,P0416,1
CU00694_0_SESS_U00694_0_0_0,U00694,SESS_U00694_0_0,2026-06-01 15:32:24,SU00694_0_SESS_U00694_0_0_0,P0062,1
CU00698_0_SESS_U00698_0_0_0,U00698,SESS_U00698_0_0,2026-06-01 14:27:03,SU00698_0_SESS_U00698_0_0_0,P0006,4
CU00698_0_SESS_U00698_0_1_0,U00698,SESS_U00698_0_1,2026-06-01 12:12:13,SU00698_0_SESS_U00698_0_1_0,P0013,1
CU00700_0_SESS_U00700_0_0_0,U00700,SESS_U00700_0_0,2026-06-01 12:37:23,SU00700_0_SESS_U00700_0_0_0,P0421,1
CU00706_0_SESS_U00706_0_0_0,U00706,SESS_U00706_0_0,2026-06-01 15:42:17,SU00706_0_SESS_U00706_0_0_0,P0079,1
CU00714_0_SESS_U00714_0_0_0,U00714,SESS_U00714_0_0,2026-06-01 18:21:13,SU00714_0_SESS_U00714_0_0_0,P0156,1
CU00714_0_SESS_U00714_0_1_0,U00714,SESS_U00714_0_1,2026-06-01 10:24:09,SU00714_0_SESS_U00714_0_1_0,P0152,1
CU00714_0_SESS_U00714_0_1_1,U00714,SESS_U00714_0_1,2026-06-01 22:08:07,SU00714_0_SESS_U00714_0_1_1,P0171,1
